,Heating,Cooling,Country
1280,3014.04,14945.37,BRA
1281,47592.68,6336.34,USA
1282,32855.27,10580.33,USA
1283,3002.36,21214.87,USA
1284,18292.7,11870.38,JPN
1285,40274.26,12348.53,USA
1286,330.44,36817.16,AUS
1287,839.26,16871.46,BRA
1288,113242.7,3035.65,USA
1289,2986.06,19542.78,USA
1290,0,46498.36,PLW
1291,32808.88,9349.25,USA
1292,139840.22,120.02,USA
1293,704.27,22901.93,BRA
1294,15925.34,8088.47,ESP
1295,100032.45,2395.87,CAN
1296,13478.46,15870.79,USA
1297,4356.06,10953.07,BRA
1298,17900.94,14645.97,USA
1299,72751.54,7290.82,USA
1300,29601.87,1427.43,BEL
1301,0,42778.89,GUM
1302,27222.13,16565.48,USA
1303,32022.31,2946.28,USA
1304,46057.18,6998.47,USA
1305,44837.48,10736.32,USA
1306,3772.65,19206.23,ARG
1307,15292.84,5239.21,ESP
1308,56274.96,5678.97,USA
1309,15917.74,14144.07,CHN
1310,5940.7,10284.7,AUS
1311,42546.02,12379.02,USA
1312,58061.21,6285.18,USA
1313,52900.75,8054.6,USA
1314,24200.88,13309.43,USA
1315,21098.08,15313.37,USA
1316,1713.35,32659.45,AUS
1317,0,33328.43,BRA
1318,14457.71,18502.06,CHN
1319,68846.98,427.55,USA
1320,65767.49,4820.6,USA
1321,18541.5,12797.58,USA
1322,41986.44,7700.81,USA
1323,0,37795.14,BRA
1324,749.79,17468.98,BRA
1325,327.4,32530.69,IND
1326,12748.7,19910.86,USA
1327,5968.5,20816.74,USA
1328,14000.16,14544.01,USA
1329,54952.48,8462.49,CHN
1330,35456.82,11395.29,USA
1331,96336.1,4879.07,USA
1332,23036.18,3497.56,USA
1333,81421.79,7066.21,CHN
1334,39600.69,5914.04,USA
1335,7145.36,21212.7,USA
1336,6766.93,8963.79,ITA
1337,42027.64,5563.36,USA
1338,49184.52,1659.8,POL
1339,4879.9,17289.1,ARG
1340,61683.25,5530.02,USA
1341,119344.63,4639.7,CHN
1342,87426.85,5366.86,USA
1343,8261.39,5821.98,AUS
1344,31730.18,2656.9,CAN
1345,7566.13,3333.27,AUS
1346,54416.46,8267.73,USA
1347,984.79,32855.98,AUS
1348,37883.87,5732.85,USA
1349,793.65,10423.38,BRA
1350,30693.44,12360.31,USA
1351,5952.66,28414.87,USA
1352,12639.15,13739.23,CHN
1353,87661.55,2755.33,USA
1354,88804.94,3575.58,CAN
1355,11776.7,21578.5,USA
1356,35404.51,8472.37,USA
1357,12364.63,20650.83,USA
1358,16381.22,14542.44,USA
1359,50029.39,3936.57,USA
1360,0,30955.47,BRA
1361,0.17,31323.1,IND
1362,21105.19,12391.63,USA
1363,10029.55,18542.83,USA
1364,9510.42,7496.89,CHN
1365,146283.5,791.5,CAN
1366,38754.25,9177.62,USA
1367,0,40168.61,BRA
1368,7751.54,4760.37,CZ03RV2.htm
1369,60979.9,2172.35,POL
1370,57399.42,3122.76,POL
1371,31447.64,12719.33,USA
1372,39689.39,9346.73,USA
1373,44436.72,11746.76,USA
1374,1935.37,21859.61,EGY
1375,1589,12721.24,BRA
1376,46086.68,5326.67,USA
1377,4603.36,11029.49,AUS
1378,57194.73,6656.01,USA
1379,47344.98,5907.63,USA
1380,29585.67,8050.93,USA
1381,76954.96,5983.73,CHN
1382,17066.84,943.94,USA
1383,0,30504.19,BRA
1384,30591.74,2963.31,CHN
1385,16750.15,6264.58,ESP
1386,20981.49,1706.11,USA
1387,32598.9,11073.82,USA
1388,47204.81,9607.14,USA
1389,18732.94,14372.64,CHN
1390,54078.52,6179.19,USA
1391,65102.98,4605.92,USA
1392,15.67,23527.08,BRA
1393,10292.95,9315.69,ITA
1394,82569.98,6017.18,USA
1395,240.95,9662.67,KEN
1396,35408.12,11476.22,USA
1397,76627.33,6910.6,USA
1398,1830.79,46195.3,IND
1399,192979.04,264.82,USA
1400,0,37889,BRA
1401,42210.84,4815.78,CAN
1402,71290.04,7020.63,CHN
1403,29351.85,7226.08,ITA
1404,178108.81,34.53,USA
1405,61966.16,5177.74,USA
1406,32.73,12869.62,KEN
1407,23563.63,12580.2,CHN
1408,1999.81,15103,AUS
1409,64477.21,8126.24,CHN
1410,1383.36,26099.64,CHN
1411,80361.88,1950.76,CAN
1412,0,51147.77,HND
1413,58016.09,7565.57,CHN
1414,49434.95,6471.17,USA
1415,58149.46,8593.52,USA
1416,13014.76,15285.37,USA
1417,5588.7,9391.6,BRA
1418,229.2,31277.23,IND
1419,353.74,30133.32,CHN
1420,9346.66,8340.19,ITA
1421,25073.03,7752.04,USA
1422,9702.38,20928.82,USA
1423,18.02,41956.35,BGD
1424,0,24119.57,BRA
1425,30951.83,9117.62,USA
1426,49836.37,702,USA
1427,20731.43,6129.75,ESP
1428,49645.79,4032.06,PRK
1429,50.55,21564.37,BRA
1430,14.4,19458.78,BRA
1431,148378.92,724.96,USA
1432,21.52,33399.13,CUB
1433,18593.85,15825.24,USA
1434,118.23,25894.69,BRA
1435,43018.39,10250.36,USA
1436,86507.16,608.63,USA
1437,48848.28,5422.34,USA
1438,30459.88,685.76,GBR
1439,45043.82,5497.52,USA
1440,37066.77,11506.01,CHN
1441,32818.63,8211.88,USA
1442,4810.31,7284.92,BRA
1443,40.4,30310.46,BRA
1444,2498.31,26440.34,CHN
1445,30602.28,2401.01,USA
1446,46790.15,6427.51,USA
1447,2762.26,24122.19,USA
1448,54535.1,6088.3,USA
1449,105052.01,2792.87,CAN
1450,26789.87,6955.72,ITA
1451,76972.69,3892.09,USA
1452,509.98,28768.25,IND
1453,56671.11,5660.15,USA
1454,751.29,18658.46,BRA
1455,3565.86,24583.94,EGY
1456,8488.07,21672.65,USA
1457,17066.41,11465.45,SRB
1458,82296.43,1126.65,CAN
1459,0.02,33166.48,BRA
1460,58961.25,6013.4,USA
1461,12687.44,6832.95,ITA
1462,56150.92,5427.1,USA
1463,33254.84,8279.25,USA
1464,875.6,29404.84,USA
1465,33682.44,9314.25,USA
1466,24328.8,14185.32,CHN
1467,177970.71,3342.85,CHN
1468,161623.1,1912.51,USA
1469,42015.71,11482.85,USA
1470,41454.28,7423.57,USA
1471,3546.34,25243.38,USA
1472,12564.52,14945.81,USA
1473,62407.68,2462.54,USA
1474,26364.46,4881.35,ESP
1475,31265.44,6915.83,ITA
1476,9080.41,17242.5,CHN
1477,207.11,12255.42,BRA
1478,19929.28,13815.33,USA
1479,0.46,21436.59,BRA
1480,5659.32,12779.16,BRA
1481,4222.62,24323.33,USA
1482,4961.75,3243.29,ECU
1483,0,36954.97,BRA
1484,48372.51,4575.25,ROU
1485,150382.44,348.78,USA
1486,91556.78,6542.99,USA
1487,16700.85,7695,ITA
1488,7843.37,8154.91,PRT
1489,126657.66,4301.94,CHN
1490,2403.56,9668.28,GTM
1491,16428.76,23512.2,USA
1492,47852.76,9814.01,USA
1493,20271,1463.96,GBR
1494,40257.28,6958.12,USA
1495,25515.18,12285.18,CHN
1496,80727.78,6616.47,CHN
1497,60884.08,6762.06,USA
1498,11468.08,4515.19,NZL
1499,0,30081.38,BRA
1500,29723.88,12016.28,USA
1501,40937.16,6779.42,USA
1502,4579.61,5814.14,USA
1503,33362.53,7654.42,USA
1504,81299.2,4867.06,CAN
1505,2822.61,10626.16,BRA
1506,59288.41,6326.97,CHN
1507,11794.51,3543.41,AUS
1508,135454.65,350.69,USA
1509,50466.83,2450.59,POL
1510,23007.55,17184.53,USA
1511,4.84,41901.95,HND
1512,39880.39,9541.23,USA
1513,13158.36,19266.45,USA
1514,5.73,39854.75,IND
1515,44756.47,3600.53,POL
1516,26510.56,4214.9,ESP
1517,69039.2,4228.47,CAN
1518,75360.59,3072.41,USA
1519,33131.53,12545.62,USA
1520,0,36754.41,BRA
1521,85714.79,5687.3,USA
1522,207391.63,1134.03,USA
1523,43127.48,921.95,POL
1524,6780.31,20000.47,USA
1525,55176.82,5181.91,USA
1526,53976.1,8114.68,USA
1527,73689.34,5345.84,USA
1528,52802.74,2976.43,POL
1529,80456.78,1333.28,USA
1530,0.01,27491.57,BRA
1531,40684.54,728,CAN
1532,9788.72,4913.54,IND
1533,21962.94,16867.36,USA
1534,37677.65,9979.97,USA
1535,96437.06,4390.01,USA
1536,67863.29,7587.37,USA
1537,0,37637.56,BRA
1538,119618.7,4675.24,CHN
1539,25126.61,11236.7,USA
1540,346.3,31192.56,USA
1541,9832.42,3859.31,PER
1542,26927.1,4534.79,ESP
1543,12717.05,14428.97,USA
1544,0,43787.99,BRA
1545,41237.08,4773.99,USA
1546,33367.08,11568.23,USA
1547,1719.06,35917.91,SAU
1548,97528.43,3795.56,USA
1549,32966.28,9580.87,USA
1550,0,47592.45,BRA
1551,53114.2,6903.22,USA
1552,8240.94,18692.33,USA
1553,35256.8,9434.24,USA
1554,32067.66,11428.66,USA
1555,55520.34,3353.43,CHN
1556,10336.67,10530.12,ISR
1557,14952.37,14132.89,CHN
1558,7628.35,18671.34,USA
1559,87258.13,6852.73,CHN
1560,95195.26,390.53,USA
1561,52086.93,5582.84,USA
1562,6156.29,22078.54,USA
1563,4824.92,8800.69,ITA
1564,18274,3286.97,NZL
1565,70993.7,648.76,ITA
1566,0,49332.73,THA
1567,36996.46,9462.42,USA
1568,83828.69,2248.04,CHN
1569,26091.57,11323.54,USA
1570,46324.69,3835.87,JPN
1571,6171.65,27716.8,USA
1572,2887.29,12574.66,BRA
1573,19652.25,13267.26,USA
1574,37247.92,7968.09,USA
1575,10869.19,10865.26,ITA
1576,52639.47,7571.75,USA
1577,0,36286.36,BRA
1578,57374.8,6235.42,USA
1579,29876.48,2995.92,CHN
1580,8250.05,18866.46,USA
1581,79.51,34140.78,CUB
1582,0,47738,MEX
1583,0.38,26017.05,BRA
1584,25038.9,11322.73,KOR
1585,32723.84,6295.77,USA
1586,0,37486.37,GTM
1587,22102.78,11819.04,USA
1588,0,34074.17,BRA
1589,0,37264.66,BRA
1590,48006.78,12350.27,CHN
1591,67781.56,3979.25,USA
1592,8013.53,6913.08,USA
1593,270.14,32587.88,CHN
1594,0,41813.25,HND
1595,81.49,17117.23,BRA
1596,5194.75,6720.62,BRA
1597,102155.82,3986.82,USA
1598,1912.32,23575.96,USA
1599,70735.53,4330.41,USA
1600,0,41942.81,BRA
1601,500.43,26911.53,USA
1602,0,39313.09,BRA
1603,8794.49,8348.58,ITA
1604,40651.79,6319.74,USA
1605,49906.61,6714.41,USA
1606,52258.65,2703.26,POL
1607,36591.15,9421.19,USA
1608,54622.19,8257.92,USA
1609,7.37,44303.28,NIC
1610,2753.79,23916.94,USA
1611,42278.46,3180.44,AUT
1612,57216.5,10483.02,USA
1613,18340.68,12821.63,USA
1614,15111.31,19233.05,USA
1615,65948.1,10701.42,CHN
1616,60834.48,8078.38,CHN
1617,17212.71,16681.03,USA
1618,8350.11,21656.86,USA
1619,4048.18,28604.75,CZ15RV2.htm
1620,3617.93,11815.66,USA
1621,1975.64,37991.98,KWT
1622,4728.58,9745.53,USA
1623,6300.47,12754.34,ESP
1624,117295.47,369.08,USA
1625,10756.19,8496.71,ESP
1626,3232.31,12201.78,AUS
1627,11003.69,18573.58,USA
1628,52920.59,8149.28,USA
1629,43786.53,7736.21,USA
1630,0.01,27559.05,BRA
1631,30752.11,11488.62,USA
1632,59153.27,8607.19,USA
1633,31679.17,10384.28,USA
1634,33496.85,9739.08,USA
1635,57563.2,6019.84,USA
1636,0,40214.96,UMI
1637,0.01,22936.31,BRA
1638,101533.09,5434.77,KAZ
1639,18706.81,5093.27,ESP
1640,56674.16,7511.2,CHN
1641,45477.66,1779.78,CHN
1642,41198.01,6694.25,USA
1643,4.38,24652.15,BRA
1644,16994.16,6802.52,AUS
1645,8914.7,17247.14,USA
1646,200.09,24068.59,BRA
1647,27882,7985.91,USA
1648,26875.04,13280.76,CHN
1649,700.36,39291.61,IND
1650,0,9909.42,BRA
1651,8548.85,16036.85,JPN
1652,37629.89,9888.16,USA
1653,23056.39,15372.89,USA
1654,95784.68,5744.28,USA
1655,43934.83,3647.9,POL
1656,114050.33,273.25,CHN
1657,13158.15,18460.64,USA
1658,20875.53,11375.53,USA
1659,14809.35,15254.31,USA
1660,399.88,10737.01,KEN
1661,11792.11,12693.95,USA
1662,59228.29,2726.26,POL
1663,769.55,20742.16,AUS
1664,85006.46,5594.34,USA
1665,12576.98,18839,USA
1666,9056.59,19437.71,USA
1667,13322.77,3613.4,NZL
1668,43774.78,9866.27,USA
1669,59484.46,5492.72,USA
1670,34949.64,9859.47,USA
1671,46746.94,5441.62,USA
1672,0,23833.91,BRA
1673,3093.49,9714.95,BRA
1674,35339.72,2785.78,USA
1675,1077.45,31815.84,USA
1676,38412.74,12345.98,USA
1677,48168.32,7139.41,USA
1678,44715.59,10171.09,CHN
1679,66156.42,5482.26,USA
1680,47201.41,7077.56,USA
1681,53068.94,7402.8,USA
1682,47055.83,9475.77,CHN
1683,32167.85,8844.53,USA
1684,16952.68,18353.43,USA
1685,8269.28,22569.35,USA
1686,90325.79,5487.16,USA
1687,487.5,30440.84,AUS
1688,2151.8,31441.84,USA
1689,141023.29,118.95,USA
1690,43.27,12017.82,KEN
1691,1361.04,16672.7,BRA
1692,74899.5,6646.24,USA
1693,46985.51,6377.93,USA
1694,49561.46,8230.98,USA
1695,7718.58,20911.29,USA
1696,16211.15,15148.03,CHN
1697,35449.9,8141.66,USA
1698,32652.3,6836.92,USA
1699,58230.18,5795.46,USA
1700,0.09,27707.06,BRA
1701,25848.22,13469.38,USA
1702,0,46398.35,KEN
1703,13190.11,10288.96,USA
1704,21838.23,12501.19,USA
1705,0,43191.92,IND
1706,22222.24,20457.78,USA
1707,11904.54,18044.17,USA
1708,15763.47,8231.38,FRA
1709,11596.56,23154.44,IRN
1710,2194.93,14720.53,AUS
1711,61681.88,2010.19,USA
1712,49666.32,6776.24,USA
1713,394.61,20290.33,BRA
1714,51.23,17758.88,BRA
1715,10246.63,17589.74,CZ13RV2.htm
1716,147562.64,2905.49,CHN
1717,0,41098.97,IND
1718,82071.09,6462.43,USA
1719,13291.43,17657.85,USA
1720,53888.12,4854.2,USA
1721,1101.11,13676.18,BRA
1722,8570.13,3113.12,NZL
1723,27882.54,14238.49,USA
1724,10143.59,13556.81,CHN
1725,30291.84,8435.85,ITA
1726,202553.91,233.15,USA
1727,40605.47,7157.69,USA
1728,52905.2,1842.54,POL
1729,16526.9,1416.69,USA
1730,14401.13,19270.69,IRN
1731,34862.28,9357.53,USA
1732,16145.56,8336.23,CHN
1733,15.97,35755.09,BRA
1734,23503.11,13600.9,USA
1735,10371.61,9411.16,ITA
1736,66033.83,7809.47,USA
1737,45022.57,6617.85,USA
1738,36860.38,11983.1,USA
1739,30089.9,10446.55,USA
1740,4890.73,23503.88,AUS
1741,12705.86,10308.28,USA
1742,80248.29,3429.9,USA
1743,42289.39,3437.06,AUT
1744,25077.15,4562.27,USA
1745,1.15,28208.32,BRA
1746,37737.73,11801.61,USA
1747,0,37753.78,BRA
1748,0,41101.03,NIC
1749,6978.26,23762.73,USA
1750,26139.2,11639.77,USA
1751,26248.05,7912.43,USA
1752,10188.72,17387.49,USA
1753,5376.76,23173.28,USA
1754,0,28915.62,BRA
1755,3.17,27521.2,SLV
1756,43149.99,2092.09,CHN
1757,11643.91,19133.88,USA
1758,93.8,21604.14,BRA
1759,71054.05,4182.38,USA
1760,32818.43,9989.52,CHN
1761,0,26465.45,BRA
1762,53871.62,6318.22,CAN
1763,345.31,18205.01,BRA
1764,13582.13,18024.04,USA
1765,34340.36,9468.6,USA
1766,44011.72,7931.27,USA
1767,138.03,30001.91,BRA
1768,12168.59,19146.11,USA
1769,90.38,33200.87,CUB
1770,7329.42,4039.5,USA
1771,33836.77,8182.71,USA
1772,15432.83,20914.29,USA
1773,5004.12,10304.47,ITA
1774,5950.55,20129.74,USA
1775,80543.51,8414.71,USA
1776,41844.28,5439.48,TUR
1777,0,44064.33,BRA
1778,6240.8,8265.53,ZAF
1779,49.36,18198.6,USA
1780,4606.37,15391.76,ARG
1781,23507.31,12239.95,USA
1782,49522.01,7510.23,USA
1783,72346.76,378.8,USA
1784,16191.48,14855.16,CHN
1785,62371.31,4739.83,USA
1786,952.76,30808.04,USA
1787,53842.64,10055.85,USA
1788,9986.66,11302.39,ESP
1789,168647.63,124.3,USA
1790,4927.67,5200,BRA
1791,8404.13,19122.08,USA
1792,38215.18,8847.71,USA
1793,28077.03,7793.56,ITA
1794,83242.87,6847.36,CHN
1795,0,42458.07,AUS
1796,90357.66,2738.67,USA
1797,17288.1,14991.91,USA
1798,42873.51,6696.74,USA
1799,4438.25,5643.95,BRA
1800,6789.5,9060.58,ESP
1801,52220.3,6256.28,USA
1802,111854.08,2597.03,CAN
1803,17052.29,428.43,BRA
1804,90667.39,2971.65,CHN
1805,2682.9,22567.51,USA
1806,69574.9,24.33,USA
1807,2334.09,26241.06,AUS
1808,23264.04,2877.53,USA
1809,59866.67,8046.08,USA
1810,0,23212.2,BRA
1811,25166.7,6086.62,CHN
1812,13863.92,15008.38,USA
1813,8568.03,22539.24,USA
1814,9472.08,22400.67,USA
1815,13885.56,17465.78,USA
1816,5782.43,9336.59,AUS
1817,525.32,15037.91,BRA
1818,79397.05,6607.13,USA
1819,8355.03,7449.71,ITA
1820,64453.99,6743.66,USA
1821,100638.44,5792.42,USA
1822,184.81,12923.56,BRA
1823,37869.93,13064.43,USA
1824,2078.05,36066.22,IND
1825,0,34514.2,BRA
1826,3762.45,12488.14,AUS
1827,167.82,16739.51,BRA
1828,84308.11,2488.21,USA
1829,28759.14,7767.39,USA
1830,28891.54,649.44,IRL
1831,17425.57,18456.91,CHN
1832,631.43,8779.22,BRA
1833,35243.48,6149.74,BIH
1834,0,24882.16,BRA
1835,63625.73,4714.4,USA
1836,35982.08,11910.87,USA
1837,48548.09,5219.23,USA
1838,3190.63,34172.05,USA
1839,36937.68,8101.61,USA
1840,108945.48,1045.57,CAN
1841,46271.67,6254.98,USA
1842,614.58,19510.39,BRA
1843,34597.55,9813.76,USA
1844,355.82,33315.92,USA
1845,35807.6,7108.91,USA
1846,41986.66,5705,HUN
1847,31439.14,6936.86,ITA
1848,20095.98,11833.3,USA
1849,102096.84,846.95,USA
1850,0,34376.08,BRA
1851,42049.51,10633.77,USA
1852,30092.15,12771.74,USA
1853,0,29645.98,SEN
1854,47659.1,6622.85,USA
1855,628.25,11878.18,BRA
1856,0,43820.33,VEN
1857,42007.51,1956.85,DEU
1858,14080.61,15929.83,USA
1859,33977.43,5892.32,USA
1860,519.86,12699.62,BRA
1861,50039.25,8154.46,USA
1862,28738.07,4741.27,ITA
1863,6587.18,17958.98,CHN
1864,10006.5,16496.9,USA
1865,1971.01,26567.45,CHN
1866,43333.36,9196.86,CHN
1867,32788.26,13218.43,USA
1868,38952.94,7684.7,ROU
1869,0,19178.31,BRA
1870,0.23,34840.54,BRA
1871,0.95,29638.1,BRA
1872,41381.27,7322.63,CHN
1873,46383.56,8437.71,USA
1874,3762.61,10944.72,BRA
1875,104981.43,5852.33,USA
1876,77059.03,832.24,CHN
1877,0,44944.29,AUS
1878,11122.94,13081.68,USA
1879,1258.68,7985.89,KEN
1880,460.47,36770.21,BGD
1881,663.4,26507.04,USA
1882,82539.27,6048.7,USA
1883,61921.94,5187.26,USA
1884,41545.47,6325.2,USA
1885,19563.87,18695.89,USA
1886,51617.61,6629.09,USA
1887,13262.24,6722.9,AUS
1888,58732.4,5608.64,USA
1889,2878.23,25497.63,ARG
1890,35523.93,7136.74,USA
1891,0,37903.75,BRA
1892,11662.21,17561.44,USA
1893,7166.08,12690.4,DZA
1894,51066.3,2717.03,POL
1895,58521.55,6185.01,USA
1896,24447.87,11519.95,USA
1897,52477.31,1331.07,POL
1898,28317,6658.42,USA
1899,54606.5,6189.4,USA
1900,11566.78,20873.69,USA
1901,65834.93,4745,USA
1902,1576.23,41731.24,IND
1903,65023.08,7861.05,CHN
1904,10771.28,2041.85,NZL
1905,61034.64,5839.52,USA
1906,75684.54,6742.72,USA
1907,125106.75,276.48,CHN
1908,90.63,27493.08,BRA
1909,5791.59,14071.47,AUS
1910,0,37011.27,BRA
1911,143.86,34900.44,IND
1912,13358.2,7833.58,ITA
1913,52765.04,5653.78,CHN
1914,33708.29,9332.01,CHN
1915,5273.97,21862.91,USA
1916,5583.39,20897.89,USA
1917,6719.62,22732.11,USA
1918,0,36358.79,BRA
1919,102444.95,4323.24,USA
1920,69197.51,3801.02,USA
1921,28825.59,6519.75,USA
1922,21440.31,13432.36,USA
1923,29825.77,1941.74,GBR
1924,48401.39,7631.78,USA
1925,36230.9,5418.28,ITA
1926,12203.7,4876.62,AUS
1927,0,28066.8,BRA
1928,45573.79,6561.62,USA
1929,0.64,29179.54,BRA
1930,46932.24,5689.99,USA
1931,53022.72,7025.27,USA
1932,31161.63,6193.26,USA
1933,15436.88,9677.71,ESP
1934,39755.17,6591.63,CHN
1935,32516.04,6400.47,CZ16RV2.htm
1936,1132.65,33357.05,BRA
1937,529.88,10178.91,BRA
1938,959.82,35744.53,IND
1939,0,33385.81,BRA
1940,52132,9056.97,USA
1941,58516.35,5374.75,USA
1942,48519.5,12710.42,USA
1943,15.06,40458.15,CUB
1944,152566.19,3590.81,CHN
1945,15228.31,13673.65,USA
1946,37036.93,4579.58,USA
1947,102.83,42437.23,IND
1948,62154.01,4685.41,USA
1949,59331.2,8522.53,USA
1950,0,32017.65,BRA
1951,18387.2,9788.52,CHN
1952,38.24,32819.66,BRA
1953,855.06,29759.91,IND
1954,99093.6,6066.53,CHN
1955,53105.01,3277.23,POL
1956,5843.19,22519.07,USA
1957,17307.77,17674.47,USA
1958,44041.93,6891.75,USA
1959,4757.51,7550.83,ZAF
1960,21877.36,13889.74,USA
1961,17310.83,6153.01,USA
1962,27268.32,12136.73,CHN
1963,1749.48,17702.22,EGY
1964,84758.56,9571.5,CHN
1965,76979.39,2430.51,CHN
1966,26554.49,9517.73,USA
1967,3375.32,24143.16,USA
1968,77.47,24083.88,BRA
1969,0,37226.22,PRI
1970,0,35911.89,BRA
1971,59199.98,7656.81,USA
1972,108826.98,3496.27,CHN
1973,3415.1,26627.44,USA
1974,36763.11,3022.14,AUS
1975,430.94,12741.45,BRA
1976,50100.31,6144.24,CHN
1977,49061.45,11542.91,USA
1978,13995.53,20872.86,USA
1979,70375.18,6271.14,USA
1980,38.35,22556.78,BRA
1981,32839.07,8506.27,USA
1982,74951.48,1996.18,CAN
1983,18756.92,18197.42,USA
1984,4840.91,13354.57,BRA
1985,33.98,37341.97,BRA
1986,35536.6,12213.23,USA
1987,0,41585.28,BRA
1988,21844.04,12077.42,USA
1989,8.69,31729.97,BRA
1990,34280.89,10986.09,CHN
1991,50659.35,5240.09,USA
1992,46.2,15370.79,BRA
1993,522.85,19966.73,BRA
1994,6885.61,11513.66,AUS
1995,66687.6,9122.22,USA
1996,5415.11,6112.65,BRA
1997,6265.37,17870.94,USA
1998,40014.48,6590.47,CHN
1999,24041.25,5378.53,USA
2000,31197.17,11944.13,USA
2001,0,44125.33,BRA
2002,33480.53,10346.47,USA
2003,21044.28,6629.68,ITA
2004,324673.8,24.93,CAN
2005,0,35815.66,BRA
2006,3304.54,9689.18,USA
2007,107818.55,2424.14,CAN
2008,350.87,29213.6,USA
2009,5629.42,28401.47,USA
2010,32610.77,12445.66,USA
2011,1089.86,26668.23,IND
2012,1879.07,24145.49,AUS
2013,109.22,35293.84,BGD
2014,141969.33,4.27,ATA
2015,148597.61,2853.33,CHN
2016,12312.73,11214.06,CZ12RV2.htm
2017,53563.5,5164.08,USA
2018,0,23961.1,BRA
2019,2252.23,10827.76,AUS
2020,61613.68,5246.49,USA
2021,89883.35,3414.52,CAN
2022,4743.6,10591.13,ESP
2023,63235.03,9292.43,USA
2024,87281.13,5283.04,USA
2025,79945.27,5852.55,USA
2026,63465.38,7961.8,USA
2027,19570.04,15461.23,CHN
2028,0,23565.61,BRA
2029,3721.55,19782.8,USA
2030,32897,9626.28,USA
2031,587.75,7298.82,BRA
2032,4645.52,19190.88,ARG
2033,84010.34,5775.41,USA
2034,54141.97,6705.71,CHN
2035,8793.21,20897.47,USA
2036,0,35133.13,PRI
2037,22625.17,13405.03,USA
2038,40384.18,6369,USA
2039,45832.39,1696.81,POL
2040,30067.46,2463.27,CAN
2041,46073.01,8635.73,USA
2042,0,31262.46,BRA
2043,26595.41,6589.35,ITA
2044,91125.79,652.95,CHN
2045,41800.27,8365.52,USA
2046,1315.53,5747.04,LKA
2047,58797.48,9407.11,USA
2048,0,49719.67,IND
2049,7450.14,19231.48,USA
2050,8.21,10890.56,PER
2051,31528.59,11300.43,USA
2052,52054.26,2012.61,POL
2053,10507.35,19656.99,USA
2054,10924.3,18568.82,USA
2055,12113.5,3091.68,CHL
2056,84818.76,4164.55,CAN
2057,18036.5,11949.66,USA
2058,8104.47,18568.5,USA
2059,3326.92,15234.38,ITA
2060,4840.29,5497.59,BRA
2061,56645.58,1594.8,POL
2062,186.11,42709.92,IND
2063,10530.68,21391.71,USA
2064,16394.61,17106.4,CHN
2065,0,36497.71,BRA
2066,0,28119.14,BRA
2067,2261.1,12127.1,AUS
2068,49358.41,1996.34,POL
2069,29175.28,11784.22,USA
2070,6470.94,20830.55,USA
2071,47972.17,5849.02,USA
2072,13305.14,8176.29,CHL
2073,193533.23,1541.86,CAN
2074,1.61,29755.11,USA
2075,11078.55,15020.2,USA
2076,74529.57,5647.8,USA
2077,71985.14,6838.21,USA
2078,54193.73,10378.89,USA
2079,8124.83,9111.7,ITA
2080,0,33994.35,BRA
2081,54413.08,4182.67,USA
2082,118940.7,3401.17,CAN
2083,9893.68,4673.83,AUS
2084,29676.64,549.91,GBR
2085,52992.4,5985.91,USA
2086,71677.72,7661.91,CHN
2087,16243.17,8617.48,ITA
2088,0.89,41961.88,IND
2089,2.45,23130.73,BRA
2090,69489.96,4274.51,USA
2091,11424.76,4776.77,AUS
2092,2929.51,28336.27,USA
2093,16775.78,7271.02,ESP
2094,44695.57,2644.94,POL
2095,40720.07,6518.48,USA
2096,7441.91,20857.74,USA
2097,11316.27,18115.22,USA
2098,0,40611.32,BRA
2099,35699.78,9152.44,USA
2100,69334.71,8955.71,USA
2101,4.52,44241.55,LKA
2102,11526.69,18509.64,USA
2103,64093.06,5537.34,USA
2104,63674.25,5549.21,USA
2105,0,34425.44,BRA
2106,57426.28,2980.07,POL
2107,43502.75,4788.56,USA
2108,2220.85,6722.57,PRT
2109,56700.23,5749.2,USA
2110,905.65,41689.14,IND
2111,61263.85,5517.33,USA
2112,48768.37,7253.41,USA
2113,0,40375.25,MTQ
2114,102020.61,3465.45,USA
2115,31627.83,1072.43,BOL
2116,24615.45,12109.03,USA
2117,60030.47,4295.42,USA
2118,84036.75,6730.11,USA
2119,39056.52,11417.82,USA
2120,97513.47,3570.38,RUS
2121,19328.4,7895.69,ITA
2122,14189.79,13394.72,USA
2123,2615.72,18223.72,EGY
2124,0,24689.46,BRA
2125,79450.23,2894.51,USA
2126,28871.23,5897.33,BGR
2127,54685.39,4957.21,USA
2128,51604.28,12744.2,USA
2129,40005.08,10992.54,USA
2130,10978.75,11439.02,JPN
2131,960.82,45479.92,IND
2132,30867.72,5496.82,ITA
2133,10413.84,22539.57,USA
2134,45567.79,4071.62,SVN
2135,5292.16,11295.49,ESP
2136,0,40031.93,BRA
2137,30538.88,3265.9,ESP
2138,3265.91,21193.63,ARG
2139,39073.78,11488.6,CHN
2140,38763.7,6788.42,USA
2141,26952.07,15694.74,UZB
2142,0,28457.72,BRA
2143,3556.78,32808.4,USA
2144,465.32,17229.91,BRA
2145,34378.96,13766.42,USA
2146,65968.88,9175.57,USA
2147,47580.52,4009.04,CHN
2148,31550.16,13993.33,USA
2149,89113.18,4413.9,USA
