,Heating,Cooling,Country
369,96.64,42891.38,IND
370,42641.58,8165.88,USA
371,47.6,35793.29,BRA
372,121.79,29960.88,USA
373,191781.53,1624.17,USA
374,1052.89,19262.77,BRA
375,50391.34,6362.52,USA
376,0,38849.19,BRA
377,2572.58,16850.08,CHN
378,20871.58,16821.03,USA
379,42785.15,6194.83,USA
380,0.64,31534.41,BRA
381,2996.7,24950.73,CHN
382,95476.13,2618.28,USA
383,36287.41,3634.18,FRA
384,0,44727.85,IND
385,90826.88,4643.99,CHN
386,69065.82,207.07,USA
387,5.17,34819.44,GTM
388,42701.07,5010.75,CHN
389,374.58,39185.31,BGD
390,3668.79,7564.1,BRA
391,20900.56,6069.76,USA
392,3906.55,7830.68,USA
393,2264.1,26596.47,USA
394,72287.01,6739.34,USA
395,28392.57,15343.3,USA
396,0,37640.49,BRA
397,0,33437.84,BRA
398,3926.62,9466.36,AUS
399,59548.66,6655.87,USA
400,4402.42,11117.26,CZ08RV2.htm
401,8479.37,7553.08,URY
402,123132.47,405.56,USA
403,40216.11,7288.21,USA
404,32668.97,6704.01,ITA
405,0,44172.63,GHA
406,52050.08,9862.94,USA
407,27715.56,281.62,IRL
408,98.1,29511.52,BRA
409,41133.43,7862.51,CHN
410,6867.98,15108.59,ARG
411,24418.71,12438.94,CHN
412,62434.01,8476.37,USA
413,0,39792.7,BRA
414,0,18069.94,BRA
415,103707.96,448.12,CHN
416,769.49,30122.32,USA
417,50847.53,12416.2,USA
418,1756.51,8502.78,BRA
419,109.67,21845.84,BRA
420,13336.07,19847.2,USA
421,5225.93,4444.98,NZL
422,857.63,34118.13,EGY
423,159.17,27883.77,BRA
424,36882.45,7755.47,USA
425,23577.8,416.46,IRL
426,59427.27,4939.23,USA
427,0,35786.92,BRA
428,52521.87,4884.55,USA
429,26515.38,11589.83,USA
430,166250.09,936.08,USA
431,32240.1,9427.5,USA
432,65514.4,4758.07,USA
433,806.21,10214.53,KEN
434,45004.14,7582.71,USA
435,2464.43,16315.15,BRA
436,78455.96,1293.44,USA
437,14009.36,16395.99,USA
438,4957.45,10538.43,MAR
439,8328.77,23005.04,USA
440,33462.2,13938.87,USA
441,77358.42,630.46,USA
442,11816.89,15272.81,USA
443,37738.34,9447.99,USA
444,98882.38,3683.26,CHN
445,28711.11,4209.51,ESP
446,34314.29,13444.4,USA
447,104.81,12629.27,CHL
448,72279.09,4435.41,USA
449,69518.57,3736.43,USA
450,22727.93,5040.77,ITA
451,21890.62,12798.32,USA
452,85797.33,4857.7,USA
453,66202.12,8576.22,USA
454,59626.59,6236.62,USA
455,0,29038.27,BRA
456,23857.83,10577.01,USA
457,50512.68,7979.6,USA
458,52312.04,2422.45,POL
459,59638.56,6242.07,CHN
460,58945.59,4675.74,USA
461,34523.17,8790.82,USA
462,21.09,32621.35,BRA
463,55833.38,4866.03,USA
464,0,41339.16,BRA
465,62668.74,2216.59,POL
466,117306.57,260.96,CHN
467,56063.88,6376.55,USA
468,0,39416.82,PRI
469,34998.04,9728.57,USA
470,44792.62,3016.72,POL
471,129831.33,4253.88,CHN
472,170046.13,873.77,USA
473,0,36454.3,BRA
474,2939.21,9931.65,ESP
475,9221.77,21783.32,USA
476,59015.35,6395.11,USA
477,10101.54,18160.85,USA
478,20368.91,5606.68,USA
479,20270.19,935.65,NZL
480,6676.09,23113.07,USA
481,6342.04,18775.64,IND
482,65792.01,6166.46,USA
483,1.49,21358.02,BRA
484,3998.94,25859.27,USA
485,41116.19,6761.33,USA
486,64073.6,8666.67,USA
487,8233.39,9118.6,PRT
488,31868.66,4097.15,DEU
489,34987.45,9698.03,USA
490,159321.27,3366.52,MNG
491,22532.77,13379.82,USA
492,96500.92,434.75,USA
493,33572.39,2538.19,DEU
494,0,31072.49,BRA
495,7527.3,5708.08,BRA
496,6049.6,6897.03,USA
497,1793.43,8746.17,BRA
498,837.39,26692.32,USA
499,0,49142.58,SLV
500,32281.13,7716.94,ITA
501,2821.72,7711.49,MEX
502,3443.68,22809.61,USA
503,1091.58,41188.71,IND
504,5279.92,32163.42,USA
505,29050.86,14091.37,USA
506,127569.3,266.95,USA
507,0.99,38471.76,BRA
508,0,27945.6,BRA
509,16788.48,14306.94,CHN
510,4622.86,6632.61,AUS
511,74370.93,5800.55,USA
512,38553.78,817.62,USA
513,25937.71,9485.14,USA
514,100444.35,5943.36,USA
515,12516.84,4127.52,AUS
516,12867.99,19893.97,USA
517,166761.39,1116.53,USA
518,8938.68,8345.96,CHN
519,33.51,33319.47,CUB
520,43075.61,2074.48,DEU
521,3406.34,12165.42,ITA
522,78327.15,5210.63,USA
523,13088.25,18967.2,USA
524,8859.12,1914.54,BRA
525,7198.14,21032.27,USA
526,48871.85,10153.63,USA
527,31927.87,12440.21,CHN
528,26128.63,3011.92,USA
529,24415.54,13252.81,USA
530,55790.29,4095.21,USA
531,2304.88,27289.53,CHN
532,31.31,16660.58,BRA
533,14000.32,18285.38,USA
534,71043.93,4903.48,USA
535,150.06,13881.58,BRA
536,68.64,35260.95,USA
537,0,38464.67,BRA
538,33036.53,10239.84,USA
539,33.3,48263.37,IND
540,0,39098.57,PRI
541,48329.27,1667.89,POL
542,91044.78,6286.64,CHN
543,82855.77,1639.65,CHN
544,33234.48,4259.05,CHE
545,349.74,30903.73,IND
546,5239.66,23073.72,USA
547,38.41,30916.55,BRA
548,43068.44,11306.16,USA
549,45504.23,8002.53,USA
550,1281.61,26200.5,ARG
551,85.02,17217.15,BRA
552,1786.46,27941.24,USA
553,97603.98,5842.98,USA
554,0,35986.05,BRA
555,33925.43,12231.4,USA
556,61638.52,5821.47,USA
557,51426.83,9374.22,USA
558,5853.23,16328.89,NPL
559,0,42308.46,BRA
560,16569.91,1755.03,ESP
561,36401.26,8890.5,USA
562,247446.55,143.58,USA
563,0,48584.32,KEN
564,34607.9,8390.12,USA
565,63244.48,2389.4,CHN
566,15894.79,18843.18,USA
567,86349.99,1418.68,FIN
568,12836.77,16868.87,USA
569,56417.74,6241.32,USA
570,30247.57,7210.94,ROU
571,116708.3,5219.01,CHN
572,11329.3,22032.16,USA
573,10709.83,21959.49,USA
574,3449.39,32806.2,USA
575,22751.84,1693.61,USA
576,1231.32,9114.79,BRA
577,13257.48,20020.82,USA
578,526.53,39000.6,PAK
579,36843.93,11689.11,USA
580,77977.14,2453.08,CAN
581,38775.13,9971.52,CHN
582,7154.06,21164.79,USA
583,13241.04,7830.5,USA
584,6932.99,18915.09,USA
585,50067.73,8369.56,USA
586,7288.36,19769.37,USA
587,79207.94,6650.67,USA
588,9900.58,22080.32,USA
589,32.52,17101.07,BRA
590,79652.88,4942.72,USA
591,19595.52,12047.83,USA
592,54409.36,5297.81,USA
593,767.94,8456.83,BRA
594,82017.49,491.95,USA
595,0,49873.68,IND
596,102336.62,327.94,CHN
597,33868.91,7928.84,USA
598,33173.86,12080.45,CHN
599,25167.93,1912.74,CHN
600,10634.27,22479.13,USA
601,14442.53,16063.26,USA
602,0,23639.03,BRA
603,1679.61,13110.35,BRA
604,57723.92,7964.21,USA
605,109194.15,4139.86,CHN
606,0,21645.53,BRA
607,20597.26,12105.84,USA
608,45142.27,5475.41,CHN
609,5706.94,23663.76,USA
610,8815.87,4750.11,ESP
611,10543.96,18736.59,IRN
612,40084.75,11483.6,USA
613,69020.55,6334.07,USA
614,57050.9,4885.78,USA
615,50324.91,1058.38,BEL
616,36421.3,7586.53,PRK
617,8078.61,3531.34,USA
618,38906.8,10550.8,CHN
619,5546.9,9090.44,BRA
620,28599.57,15905.12,USA
621,27393.9,13229.04,CHN
622,5.3,28779.22,KEN
623,53441.84,8407.83,USA
624,2321.67,5616.52,PRT
625,55942,7778.17,USA
626,11542.22,12154.03,TUR
627,142141.69,2118.8,CHN
628,30895.9,5687.13,USA
629,56533.12,5610.39,CHN
630,939.82,8895.93,BRA
631,17818,8139.04,ESP
632,46198.5,4326.32,USA
633,0.23,25367.58,BRA
634,0,36158.94,BRA
635,0,27930.37,BRA
636,34032.52,689.81,IRL
637,3778.44,26964.88,USA
638,2443.7,9154.08,BRA
639,16890.73,8201.66,CHN
640,41311.71,12091.45,USA
641,31716.69,7995.67,USA
642,88045.15,4156.23,USA
643,3879.47,21357.15,USA
644,0,45965.07,BRN
645,51534.3,6162.61,USA
646,72963.96,7510.97,USA
647,3.51,30744.2,ETH
648,479.97,20082.17,BRA
649,23640.69,14095.95,CHN
650,44097.49,1452.55,POL
651,52543.52,6707.15,USA
652,0,21176.86,BRA
653,0,52590.9,IND
654,42177.58,9050.03,USA
655,6051.87,12774.57,AUS
656,107417.15,39.98,USA
657,21270.06,15604.33,CHN
658,85911.65,5946.37,USA
659,1075.64,25597.89,CHN
660,31283.6,9301.3,USA
661,26395.48,4068.28,USA
662,9736.55,20185.53,USA
663,65943.36,542.95,USA
664,160580.51,1001.86,USA
665,33532.53,3269.23,USA
666,17313,2209.35,NZL
667,86889.15,5518.14,USA
668,651.74,13111.27,BRA
669,26226.67,7554.57,ITA
670,76607.11,6829.27,CHN
671,58079.56,4758,USA
672,150712.23,2229.15,USA
673,175589.96,1753.29,CHN
674,66342.19,5403.33,USA
675,35512.03,11021.75,USA
676,61287.56,6312.68,USA
677,281.71,9631.9,GTM
678,18819,14114.87,USA
679,87876.45,4526,USA
680,51917.22,10259.07,USA
681,91209.21,5168.3,USA
682,12.58,45466.38,IND
683,38.97,33670.72,CUB
684,117531.74,2582.65,USA
685,51804.27,2123.88,POL
686,2.86,37776.12,KEN
687,261.58,34407.9,BRA
688,38218.73,7796.3,USA
689,32503.43,15832.47,USA
690,34754.91,5649.57,ITA
691,134168.13,1344.83,CAN
692,19958.46,1309.07,FRA
693,34362.32,11857.41,CHN
694,57940.26,324.13,USA
695,668.96,13668.03,BRA
696,20419.4,7585.84,USA
697,14005.49,12684.33,CZ11RV2.htm
698,25450.97,15633.63,USA
699,50538.49,9285.27,USA
700,5451.93,14640.63,AUS
701,5681.61,13087.6,USA
702,63751.37,3904.41,CHN
703,53457.92,7812.63,USA
704,35252.19,3236.54,FRA
705,26256.84,10324.2,USA
706,51371.92,10512.5,USA
707,38406.56,12391.14,USA
708,61778.51,658.61,USA
709,74964.14,7010.92,USA
710,6778.37,15257.04,ESP
711,109117.2,639.56,USA
712,55077.55,6552.69,USA
713,90585.57,1095.34,USA
714,0,33788.89,BRA
715,3843.56,11118.87,BRA
716,33574.84,7218.31,USA
717,57984.3,2999.95,POL
718,10604.21,4411.12,NZL
719,7355.3,10002.4,ESP
720,86198.79,4077.85,USA
721,57698.74,5937.14,USA
722,14827.02,14071.72,USA
723,154.18,34298.32,CUB
724,55846.47,5129.94,USA
725,6354.43,22230.44,USA
726,18114.41,3783.65,NZL
727,0,39911.98,IND
728,53687.65,6254.88,USA
729,42.3,36955.46,CUB
730,209.9,22046.76,BRA
731,70226.65,5217.79,CHN
732,95725.61,4403.32,USA
733,1986.2,23069.23,USA
734,3208.51,31464.63,USA
735,20489.71,14714.05,CHN
736,16405.64,21601.94,USA
737,2998.6,25056.58,CHN
738,70467.1,1942.18,POL
739,15719.33,14118.4,USA
740,36009.92,2346.73,DEU
741,62.29,15684.47,ETH
742,0,33584.69,BRA
743,32815.29,10587.1,USA
744,3521.08,7485.32,BRA
745,102398.57,2576,USA
746,0,51934.01,MDV
747,81214.35,4911.86,USA
748,92796.38,439.2,USA
749,44289.51,6444.71,USA
750,121,11417.9,BRA
751,0,34113.66,BRA
752,62604.06,5144.6,USA
753,77632.84,7687.39,USA
754,0.21,24809.34,BRA
755,25350.83,1473.03,USA
756,3226.8,9861.64,BRA
757,21718.82,13364.86,USA
758,85040.95,6221.05,USA
759,31888.37,10137.05,USA
760,6706.66,19762.16,USA
761,29.61,25057.04,BRA
762,0,46592.07,BRA
763,5.9,26473.53,BRA
764,123829.75,2918.33,CAN
765,20946.46,13916.51,USA
766,8.95,16944.26,BRA
767,86217.51,3511.26,CAN
768,0,34510.92,BRA
769,27048.84,11257.02,USA
770,2345.75,23602.97,CHN
771,74820.9,7704.33,USA
772,88622.11,5368.5,USA
773,84087.91,6433.76,USA
774,1.13,25268.56,BRA
775,9542.56,23516.36,USA
776,21453.96,6791.92,ESP
777,26118.93,15480.85,USA
778,58.04,18196.83,BRA
779,64786.28,3206.23,USA
780,100088.71,812.88,USA
781,86313.58,710.31,USA
782,80289.59,3074.1,RUS
783,30971.54,12621.99,USA
784,2869.37,11223.09,BRA
785,1124.79,11538.67,BRA
786,61820.61,4333.12,USA
787,76730.3,1716.42,CAN
788,10159.42,4570.7,USA
789,81539.48,7121.98,USA
790,25847.08,12334.2,USA
791,97980.65,3127.84,USA
792,66692.82,4749.09,USA
793,39924.05,6032.89,USA
794,0,51757.5,LKA
795,49969.67,1163.3,CAN
796,99635.71,5536.33,USA
797,29847.72,1374.04,USA
798,126978.24,543.93,USA
799,36970.44,8247.4,USA
800,927.58,14038.33,BRA
801,16764.73,14528.84,CHN
802,29301.45,12356.12,USA
803,111730.64,3815.55,CAN
804,90356.22,4592.61,CHN
805,0,33020.54,BRA
806,183455.07,912.82,USA
807,52810.8,9474.77,USA
808,15100.16,17488.53,USA
809,55186.01,158.22,CHL
810,25029.89,19330.57,USA
811,56154.67,4079.88,UKR
812,28731.16,11341.18,CHN
813,119399.61,4426.77,CHN
814,64130.67,4481.25,USA
815,185439.24,1298.44,USA
816,108.62,52610.43,MDV
817,15822.81,15326.13,USA
818,65317.59,5302.02,CHN
819,381.99,30043.01,EGY
820,32839.01,8720.19,USA
821,36175.77,5775.62,ITA
822,0,39876.07,BRA
823,13314.5,17100.23,USA
824,71310.86,2648.39,USA
825,52564.72,5580.01,CAN
826,10977.79,15511.25,USA
827,0,32695.16,BRA
828,31020.82,9759.31,CHN
829,96046.12,2716.93,USA
830,33572,3263.87,USA
831,31242.09,2977.6,ESP
832,41254.19,7905.28,USA
833,21997.34,2413.25,NZL
834,113361.42,77.38,POL
835,0,29123.61,BRA
836,10225.66,3040.64,USA
837,108734.55,5658.89,CHN
838,0,36923.1,PRI
839,104349.31,411.53,USA
840,51319.57,7004.7,USA
841,53524.9,9177.91,USA
842,119365.38,940.34,USA
843,42214.43,6723.82,USA
844,9516.49,18143.82,USA
845,6280.9,14410.49,ARG
846,1.62,44853.23,BRA
847,42829.92,1040.53,CHN
848,2849.65,5929.92,BRA
849,46384.74,8404.66,CHN
850,779.92,6690.68,CHL
851,6650.74,23359.07,USA
852,63619.17,5764.66,CHN
853,225.12,37563.44,AUS
854,5828.98,21890.99,USA
855,12789.48,10372.4,USA
856,31435.14,7263.04,CHN
857,786.18,40442.92,IND
858,8080.25,17466.31,USA
859,3071.05,27325.93,ARG
860,0,23770.29,BRA
861,4517.34,11277.73,ITA
862,274327.18,18.54,USA
863,106399.19,5970.16,USA
864,35125.03,10231.14,USA
865,1730.7,11943.33,ZWE
866,87.6,23060.02,BRA
867,67979.56,4279.63,USA
868,30738.62,12134.2,USA
869,41919.66,7659.14,CHN
870,9282.66,3945.93,USA
871,0,35811.79,BRA
872,17224.71,4774.42,AUS
873,35978.05,8168.14,IRN
874,4510.84,16691.09,CYP
875,9171.39,9970.72,GRC
876,72703.87,3558.57,USA
877,35274.89,8299.91,USA
878,21752.84,3212.45,USA
879,52161.89,4857.54,USA
880,15652.73,17764.82,USA
881,36230.96,6457.25,USA
882,891.22,14507.62,BRA
883,80578.61,5335.45,USA
884,298.01,11592.48,BRA
885,5847.58,20479.59,CHN
886,66073.76,6131.29,USA
887,11638.63,9181.94,ESP
888,30352.05,911.24,GBR
889,62647.83,4260.8,USA
890,0,43715.66,SGP
891,63487.6,5314.85,USA
892,7346.96,2420.96,COL
893,1.01,28230.25,BRA
894,3570.91,18218.29,CHN
895,76340.81,84.09,ISL
896,13819.36,14126.38,USA
897,53709.67,6250.22,USA
898,78221.3,3875.83,CAN
899,34934.74,11576.86,USA
900,3524.22,20869.62,CHN
901,20934.11,13174.45,USA
902,29298.53,3280.78,FRA
903,304.11,20141.28,BRA
904,28553.64,2570.19,USA
905,80953.22,1357.23,USA
906,0,28407.5,BRA
907,21331.41,6222.8,ESP
908,4398.03,12411.05,BRA
909,17057.63,14189.21,CHN
910,14896.2,17648.93,CHN
911,6921.94,24279.47,USA
912,11756.83,17333.17,USA
913,47147.35,7522.83,USA
914,9524.86,8742.02,CZ04RV2.htm
915,85634.67,5120.18,USA
916,66739.27,4691.64,USA
917,796.65,27080.55,USA
918,38289.97,3135.04,DEU
919,40822.07,505.74,CAN
920,37136.91,8371.07,ROU
921,24815.54,12013.95,USA
922,63672.2,4689.67,CAN
923,8707.2,5556.91,USA
924,48362.57,9607.41,USA
925,60342.02,5639.33,USA
926,105984.77,3678.68,CHN
927,2695.37,7318.58,USA
928,40511.63,9645.59,USA
929,1088.8,13408.75,BRA
930,5457.97,19722,USA
931,680.87,23806.44,AUS
932,58122.51,8415.07,CHN
933,13113,14942.7,USA
934,0,30474.07,BRA
935,46876.31,4924.52,USA
936,15013.67,16037.52,USA
937,99094.29,3098.08,CAN
938,41929.95,7809.19,ROU
939,102484.96,5359.35,CHN
940,10128.84,10181.09,ITA
941,34166.46,2356.25,NLD
942,41510.3,5629.78,USA
943,23491.18,12423.78,USA
944,462.5,16963.27,BRA
945,62457.2,9424.4,USA
946,9301.78,14912.58,USA
947,32414.47,5704.67,CHN
948,12815.1,16488.58,USA
949,60730.76,2420.89,CAN
950,986.17,28064.9,MAC
951,5929.82,17756.84,AUS
952,16.83,31344.4,HND
953,0,36218.37,BRA
954,36107.49,7509.18,CHN
955,219.15,21097.86,BRA
956,7318.84,3223.38,USA
957,57882.27,9068.81,USA
958,186107.78,432.33,CAN
959,10803.83,11300.42,CHN
960,70332.83,946.35,USA
961,13668.2,16569.79,CHN
962,50397.53,8285.76,CHN
963,14501.52,17739.41,CHN
964,39038.76,6260.36,USA
965,66195.35,4639.09,CAN
966,97105,2544.96,CHN
967,43.2,23368.94,BRA
968,7076.88,5991,USA
969,17709.01,3513.76,AUS
970,1520.93,29006.67,USA
971,618.31,15221.18,ETH
972,3064.49,12790.31,BRA
973,0,28844.15,BRA
974,102368.89,2161.44,CAN
975,9.96,41256.92,NIC
976,11264.03,2820.46,USA
977,18446.59,16000.89,USA
978,361.35,17970.02,BRA
979,6685.33,7931.95,CHN
980,5378.91,11950.05,BRA
981,10594.49,19582.01,USA
982,12812.79,15965,USA
983,21761.99,13296.52,USA
984,11235.88,2350.71,NZL
985,48558.84,3772.39,SVK
986,1065.3,22074.82,BRA
987,39504.82,10164.76,CHN
988,50002.33,10290.74,USA
989,68054.31,3734.81,USA
990,0,37236.26,BRA
991,0,45580.28,IND
992,51670,9723.59,USA
993,0,46883.98,IND
994,18534.91,13245.03,USA
995,0,29140.2,BRA
996,12405.66,3923.39,USA
997,17167.5,14372.96,CHN
998,14554.24,8280.91,CZ02RV2.htm
999,0,42349.25,BRA
1000,60213.17,1154.24,SWE
1001,60312.9,6672.09,USA
1002,9330.05,21324.9,CHN
1003,43270.52,1937.22,POL
1004,8431.56,4253.37,ESP
1005,68781.93,6979.87,CHN
1006,88806.57,4761.15,USA
1007,4074.69,29005.38,USA
1008,107286.12,2583.49,CHN
1009,65493.92,4202.73,USA
1010,0.33,40560.21,HND
1011,2769.02,11345.18,BRA
1012,334.97,14549.41,BRA
1013,39388.45,6571.64,USA
1014,428.61,34004.02,VNM
1015,63505.33,4734.79,USA
1016,1465.85,7365.17,ETH
1017,41264.35,1921.26,POL
1018,41207.4,7602.72,USA
1019,96869.94,2728.18,USA
1020,11826.61,7254.74,USA
1021,47580.76,913.37,POL
1022,37789.99,8291.95,USA
1023,23463.47,4469.75,USA
1024,53926.22,5137.46,USA
1025,34220.28,8547.79,USA
1026,37784.09,6555.87,USA
1027,24928.58,1941.04,ESP
1028,6255.51,8158.45,AUS
1029,192452.06,1303.41,USA
1030,12986.67,2847.31,ESP
1031,5823.6,21336.64,CHN
1032,3037.02,11982.29,CHN
1033,46594.49,7552.97,USA
1034,18129.98,16686.37,USA
1035,18949.22,16468.36,CHN
1036,5254.34,5301.46,USA
1037,39082.34,9311.53,USA
1038,49880.03,4740.07,USA
1039,21815.53,13369.08,USA
1040,0,37400.51,PRI
1041,46713.12,7935.9,USA
1042,96582.68,5463.28,USA
1043,1.3,25828.66,USA
1044,4621.41,4093.67,BRA
1045,25974,12567.99,USA
1046,4654,22991.96,CHN
1047,8505.55,6744.99,CHN
1048,19.78,26174.23,BRA
1049,36586.69,8726.18,USA
1050,13315.79,20958.21,USA
1051,34666.01,8369.59,USA
1052,2789.58,22585.78,USA
1053,51506.3,6827.27,USA
1054,41643.88,7584.06,USA
1055,25187.92,7956.22,USA
1056,0,43047.02,AUS
1057,27122.7,4626,USA
1058,4102.02,6217.56,BRA
1059,40223.49,2935.62,DEU
1060,4217.88,7934.43,BRA
1061,53088.75,6719.53,USA
1062,23587.24,3767.24,ESP
1063,61212.16,6267.6,USA
1064,0,30803.02,BRA
1065,52727.47,2266.51,CZE
1066,37915.97,8743.97,USA
1067,1480.08,38742.88,IND
1068,89239.25,5272.84,USA
1069,9188.29,12805.8,USA
1070,0,34880.19,BRA
1071,18276.61,11996.04,CHN
1072,82074.63,413.59,USA
1073,75045.79,113.96,CHN
1074,57423.28,8067.42,USA
1075,61903.41,3982.98,USA
1076,75793.41,3415.6,USA
1077,13835.82,9936.56,CHN
1078,0,35432.04,BRA
1079,20989.22,5088.75,USA
1080,21470.05,10585.52,USA
1081,36403.29,2689.88,ESP
1082,2.94,36117.05,CUB
1083,38245.47,8674.76,USA
1084,24798.49,10872.8,USA
1085,28622.12,2017.33,USA
1086,23167.34,15539.5,CHN
1087,15580.16,15786.85,USA
1088,33328.43,7595.41,USA
1089,12107.12,21649.74,USA
1090,56038.19,5085.8,USA
1091,56.75,20349.92,BRA
1092,0,34707.48,BRA
1093,76819.9,6575.54,CHN
1094,25741.83,2946.6,CHN
1095,66462.65,94.43,USA
1096,5852.87,16694.03,AUS
1097,79569.95,7235.85,USA
1098,140246.22,2597.98,CHN
1099,46281.64,11641.49,USA
1100,12826.71,21719,USA
1101,0.42,23580.57,BRA
1102,2988.02,6696.67,USA
1103,56384.31,779.48,CHN
1104,50323.48,2646.55,POL
1105,45594.55,8267.68,USA
1106,108615.04,5469.42,CHN
1107,1208.46,16446.78,BRA
1108,14231.35,14460.5,SYR
1109,23743.43,12653.59,USA
1110,2211.66,19580.03,BRA
1111,14720.26,15828.64,CHN
1112,1.9,28202.11,USA
1113,0,38778.23,BRA
1114,0,13904.71,BRA
1115,65659.23,1722.49,SWE
1116,17525.65,7674.43,CHN
1117,61823.91,4403.34,USA
1118,36738.69,12307.33,CHN
1119,145746.42,3898.94,CHN
1120,7758.11,11749.5,ESP
1121,0,40469.78,PRI
1122,47943.39,4836.41,USA
1123,67592.75,4000.01,CAN
1124,110169.81,5792.79,CHN
1125,36366.78,7370.59,USA
1126,251266.72,3041.33,RUS
1127,24573.48,4238.28,USA
1128,19387.96,17987.47,USA
1129,9944.58,19331.09,USA
1130,36123.93,12578.98,USA
1131,121141.7,3959.97,CAN
1132,314.45,47533.71,IRN
1133,71358.19,6795.15,USA
1134,113944.9,5433.03,CHN
1135,94022.48,251.65,ITA
1136,60518.72,4089.54,USA
1137,26645.16,8941.34,USA
1138,39254.97,6856.54,USA
1139,0,35304.89,BRA
1140,31252.94,11258.57,USA
1141,29946.26,5804.02,ITA
1142,0,36180.53,BRA
1143,44091.59,3577,AUT
1144,487.76,36462.39,IND
1145,8549.88,19627.36,USA
1146,5.89,57492.53,AUS
1147,13099.02,6640.63,ITA
1148,3706.19,18675.02,AUS
1149,2.19,25881.38,BRA
1150,264.35,30077.99,AUS
1151,0.05,24995.05,BRA
1152,22239.09,14903.8,USA
1153,184.47,27023.93,AUS
1154,55228.81,828.56,USA
1155,5014.41,6267.14,PER
1156,1038.2,28432.63,USA
1157,52279.46,5860.14,USA
1158,21467.44,5416.64,USA
1159,25.49,34032.69,CUB
1160,327.51,18257.46,BRA
1161,46780.97,5745.74,USA
1162,125260.86,4440.09,CHN
1163,20153.47,15845.94,CHN
1164,2054.48,32214.98,USA
1165,0,41454.7,PHL
1166,109767.45,2113.37,CAN
1167,47155.88,3522.77,POL
1168,66347.52,4989.27,CAN
1169,12583.56,14063.42,USA
1170,38381.52,8298.75,USA
1171,0,27865.58,BRA
1172,73218.74,7265.89,USA
1173,49192.98,6281.84,USA
1174,96363.2,4095.91,USA
1175,9579.67,21054.73,USA
1176,53838.97,5005.13,USA
1177,37521.39,7423.53,SRB
1178,6915.84,6088.8,USA
1179,591.25,28654.49,USA
1180,149.53,10056.02,BRA
1181,83.58,50662.15,LKA
1182,10444.92,19499.35,CHN
1183,14599.34,2914.43,NZL
1184,35788.98,9842.14,CHN
1185,62890.69,5459.86,USA
1186,31216.28,14148.65,USA
1187,14006.15,17031.65,USA
1188,6329.33,20452.67,USA
1189,79757.94,4610.19,USA
1190,72628.47,7147.54,USA
1191,0,26296.96,BRA
1192,5840.63,8555.33,BRA
1193,50636.46,3174.77,POL
1194,34303.89,450.04,GBR
1195,58720.58,7870.34,USA
1196,77417.79,5104.38,USA
1197,36099.36,8126.3,USA
1198,57458.78,6766.83,USA
1199,33495.36,2757.51,NZL
1200,30967.62,7872.69,JPN
1201,0,40839.26,BLZ
1202,11323.04,18332.13,USA
1203,53223.07,8314.85,USA
1204,217.86,9704.74,KEN
1205,15317.04,9598.94,CHN
1206,88863,4334.28,USA
1207,21375.83,3656.96,FRA
1208,0,31180.78,BRA
1209,0,33153.26,BRA
1210,1433.45,11444.72,BRA
1211,46206.62,5501.88,USA
1212,0,32909.35,BRA
1213,32337.67,10237.17,USA
1214,955.2,8313.55,KEN
1215,0,43696.13,BRA
1216,29069.8,3374.68,USA
1217,0,26647.42,USA
1218,1,11522.92,KEN
1219,47165.33,6337.26,USA
1220,144864.91,2192.03,USA
1221,5.6,36378.42,ETH
1222,33527.44,2274.56,BEL
1223,12319.83,12689.25,USA
1224,10140.71,2638.2,ESP
1225,0,49355.51,LKA
1226,39924.25,8346.14,USA
1227,30538.24,10254.28,USA
1228,33246.66,10386.81,USA
1229,734.38,13182.27,BRA
1230,41820.17,11185.32,USA
1231,12316.78,3948.79,CHN
1232,49015.8,5940.14,USA
1233,55897.82,5932.45,USA
1234,85996.83,3594.15,USA
1235,38929,1589.63,NLD
1236,15744.4,15533.61,USA
1237,21991.67,13565.3,USA
1238,110854.67,4057.34,USA
1239,4732.29,9673.08,USA
1240,4365.43,11998.92,CZ09RV2.htm
1241,11987.56,15744.14,USA
1242,3437.66,28080.16,USA
1243,24242.5,11077.52,USA
1244,47799.75,2548.49,POL
1245,35227.6,10270.04,USA
1246,54674.86,6942.05,USA
1247,145821.01,1410.28,USA
1248,414.49,24626,USA
1249,31906.79,11212.11,USA
1250,152898.65,1961.05,CHN
1251,15014.24,11481.11,CHN
1252,49588.61,6268.23,USA
1253,19859.06,14955.54,USA
1254,59951.07,5613.35,USA
1255,20397.62,13994.66,USA
1256,16096.88,15774.83,CHN
1257,67332.12,4583.26,CAN
1258,87097.31,5444.72,USA
1259,31012.04,6606.88,USA
1260,87598.39,7860.45,USA
1261,25992.93,4130.05,ESP
1262,92701.93,1114.46,USA
1263,25403.6,9785.08,USA
1264,77473.98,3942.74,USA
1265,71932.27,2142.81,CAN
1266,6.25,40929.88,BGD
1267,4419.12,7573.06,BRA
1268,21024.17,16190.39,USA
1269,53309.46,8367.14,USA
1270,81662.06,6623.82,USA
1271,2037.98,9055.75,USA
1272,84292.24,1907.86,CAN
1273,0,36186.72,BRA
1274,41147.12,4847.93,USA
1275,4826.75,30478.52,IND
1276,123557.1,4106.72,CHN
1277,57188.57,8341.17,USA
1278,32532.36,7068.61,USA
1279,3100.19,14282.27,ITA
