	0	1
1017	    41264.35	     1921.26
1018	    41207.40	     7602.72
1019	    96869.94	     2728.18
1020	    11826.61	     7254.74
1021	    47580.76	      913.37
1022	    37789.99	     8291.95
1023	    23463.47	     4469.75
1024	    53926.22	     5137.46
1025	    34220.28	     8547.79
1026	    37784.09	     6555.87
1027	    24928.58	     1941.04
1028	     6255.51	     8158.45
1029	   192452.06	     1303.41
1030	    12986.67	     2847.31
1031	     5823.60	    21336.64
1032	     3037.02	    11982.29
1033	    46594.49	     7552.97
1034	    18129.98	    16686.37
1035	    18949.22	    16468.36
1036	     5254.34	     5301.46
1037	    39082.34	     9311.53
1038	    49880.03	     4740.07
1039	    21815.53	    13369.08
1040	        0.00	    37400.51
1041	    46713.12	     7935.90
1042	    96582.68	     5463.28
1043	        1.30	    25828.66
1044	     4621.41	     4093.67
1045	    25974.00	    12567.99
1046	     4654.00	    22991.96
1047	     8505.55	     6744.99
1048	       19.78	    26174.23
1049	    36586.69	     8726.18
1050	    13315.79	    20958.21
1051	    34666.01	     8369.59
1052	     2789.58	    22585.78
1053	    51506.30	     6827.27
1054	    41643.88	     7584.06
1055	    25187.92	     7956.22
1056	        0.00	    43047.02
1057	    27122.70	     4626.00
1058	     4102.02	     6217.56
1059	    40223.49	     2935.62
1060	     4217.88	     7934.43
1061	    53088.75	     6719.53
1062	    23587.24	     3767.24
1063	    61212.16	     6267.60
1064	        0.00	    30803.02
1065	    52727.47	     2266.51
1066	    37915.97	     8743.97
1067	     1480.08	    38742.88
1068	    89239.25	     5272.84
1069	     9188.29	    12805.80
1070	        0.00	    34880.19
1071	    18276.61	    11996.04
1072	    82074.63	      413.59
1073	    75045.79	      113.96
1074	    57423.28	     8067.42
1075	    61903.41	     3982.98
1076	    75793.41	     3415.60
1077	    13835.82	     9936.56
1078	        0.00	    35432.04
1079	    20989.22	     5088.75
1080	    21470.05	    10585.52
1081	    36403.29	     2689.88
1082	        2.94	    36117.05
1083	    38245.47	     8674.76
1084	    24798.49	    10872.80
1085	    28622.12	     2017.33
1086	    23167.34	    15539.50
1087	    15580.16	    15786.85
1088	    33328.43	     7595.41
1089	    12107.12	    21649.74
1090	    56038.19	     5085.80
1091	       56.75	    20349.92
1092	        0.00	    34707.48
1093	    76819.90	     6575.54
1094	    25741.83	     2946.60
1095	    66462.65	       94.43
1096	     5852.87	    16694.03
1097	    79569.95	     7235.85
1098	   140246.22	     2597.98
1099	    46281.64	    11641.49
1100	    12826.71	    21719.00
1101	        0.42	    23580.57
1102	     2988.02	     6696.67
1103	    56384.31	      779.48
1104	    50323.48	     2646.55
1105	    45594.55	     8267.68
1106	   108615.04	     5469.42
1107	     1208.46	    16446.78
1108	    14231.35	    14460.50
1109	    23743.43	    12653.59
1110	     2211.66	    19580.03
1111	    14720.26	    15828.64
1112	        1.90	    28202.11
1113	        0.00	    38778.23
1114	        0.00	    13904.71
1115	    65659.23	     1722.49
1116	    17525.65	     7674.43
1117	    61823.91	     4403.34
1118	    36738.69	    12307.33
1119	   145746.42	     3898.94
1120	     7758.11	    11749.50
1121	        0.00	    40469.78
1122	    47943.39	     4836.41
1123	    67592.75	     4000.01
1124	   110169.81	     5792.79
1125	    36366.78	     7370.59
1126	   251266.72	     3041.33
1127	    24573.48	     4238.28
1128	    19387.96	    17987.47
1129	     9944.58	    19331.09
1130	    36123.93	    12578.98
1131	   121141.70	     3959.97
1132	      314.45	    47533.71
1133	    71358.19	     6795.15
1134	   113944.90	     5433.03
1135	    94022.48	      251.65
1136	    60518.72	     4089.54
1137	    26645.16	     8941.34
1138	    39254.97	     6856.54
1139	        0.00	    35304.89
1140	    31252.94	    11258.57
1141	    29946.26	     5804.02
1142	        0.00	    36180.53
1143	    44091.59	     3577.00
1144	      487.76	    36462.39
1145	     8549.88	    19627.36
1146	        5.89	    57492.53
1147	    13099.02	     6640.63
1148	     3706.19	    18675.02
1149	        2.19	    25881.38
1150	      264.35	    30077.99
1151	        0.05	    24995.05
1152	    22239.09	    14903.80
1153	      184.47	    27023.93
1154	    55228.81	      828.56
1155	     5014.41	     6267.14
1156	     1038.20	    28432.63
1157	    52279.46	     5860.14
1158	    21467.44	     5416.64
1159	       25.49	    34032.69
1160	      327.51	    18257.46
1161	    46780.97	     5745.74
1162	   125260.86	     4440.09
1163	    20153.47	    15845.94
1164	     2054.48	    32214.98
1165	        0.00	    41454.70
1166	   109767.45	     2113.37
1167	    47155.88	     3522.77
1168	    66347.52	     4989.27
1169	    12583.56	    14063.42
1170	    38381.52	     8298.75
1171	        0.00	    27865.58
1172	    73218.74	     7265.89
1173	    49192.98	     6281.84
1174	    96363.20	     4095.91
1175	     9579.67	    21054.73
1176	    53838.97	     5005.13
1177	    37521.39	     7423.53
1178	     6915.84	     6088.80
1179	      591.25	    28654.49
1180	      149.53	    10056.02
1181	       83.58	    50662.15
1182	    10444.92	    19499.35
1183	    14599.34	     2914.43
1184	    35788.98	     9842.14
1185	    62890.69	     5459.86
1186	    31216.28	    14148.65
1187	    14006.15	    17031.65
1188	     6329.33	    20452.67
1189	    79757.94	     4610.19
1190	    72628.47	     7147.54
1191	        0.00	    26296.96
1192	     5840.63	     8555.33
1193	    50636.46	     3174.77
1194	    34303.89	      450.04
1195	    58720.58	     7870.34
1196	    77417.79	     5104.38
1197	    36099.36	     8126.30
1198	    57458.78	     6766.83
1199	    33495.36	     2757.51
1200	    30967.62	     7872.69
1201	        0.00	    40839.26
1202	    11323.04	    18332.13
1203	    53223.07	     8314.85
1204	      217.86	     9704.74
1205	    15317.04	     9598.94
1206	    88863.00	     4334.28
1207	    21375.83	     3656.96
1208	        0.00	    31180.78
1209	        0.00	    33153.26
1210	     1433.45	    11444.72
1211	    46206.62	     5501.88
1212	        0.00	    32909.35
1213	    32337.67	    10237.17
1214	      955.20	     8313.55
1215	        0.00	    43696.13
1216	    29069.80	     3374.68
1217	        0.00	    26647.42
1218	        1.00	    11522.92
1219	    47165.33	     6337.26
1220	   144864.91	     2192.03
1221	        5.60	    36378.42
1222	    33527.44	     2274.56
1223	    12319.83	    12689.25
1224	    10140.71	     2638.20
1225	        0.00	    49355.51
1226	    39924.25	     8346.14
1227	    30538.24	    10254.28
1228	    33246.66	    10386.81
1229	      734.38	    13182.27
1230	    41820.17	    11185.32
1231	    12316.78	     3948.79
1232	    49015.80	     5940.14
1233	    55897.82	     5932.45
1234	    85996.83	     3594.15
1235	    38929.00	     1589.63
1236	    15744.40	    15533.61
1237	    21991.67	    13565.30
1238	   110854.67	     4057.34
1239	     4732.29	     9673.08
1240	     4365.43	    11998.92
1241	    11987.56	    15744.14
1242	     3437.66	    28080.16
1243	    24242.50	    11077.52
1244	    47799.75	     2548.49
1245	    35227.60	    10270.04
1246	    54674.86	     6942.05
1247	   145821.01	     1410.28
1248	      414.49	    24626.00
1249	    31906.79	    11212.11
1250	   152898.65	     1961.05
1251	    15014.24	    11481.11
1252	    49588.61	     6268.23
1253	    19859.06	    14955.54
1254	    59951.07	     5613.35
1255	    20397.62	    13994.66
1256	    16096.88	    15774.83
1257	    67332.12	     4583.26
1258	    87097.31	     5444.72
1259	    31012.04	     6606.88
1260	    87598.39	     7860.45
1261	    25992.93	     4130.05
1262	    92701.93	     1114.46
1263	    25403.60	     9785.08
1264	    77473.98	     3942.74
1265	    71932.27	     2142.81
1266	        6.25	    40929.88
1267	     4419.12	     7573.06
1268	    21024.17	    16190.39
1269	    53309.46	     8367.14
1270	    81662.06	     6623.82
1271	     2037.98	     9055.75
1272	    84292.24	     1907.86
1273	        0.00	    36186.72
1274	    41147.12	     4847.93
1275	     4826.75	    30478.52
1276	   123557.10	     4106.72
1277	    57188.57	     8341.17
1278	    32532.36	     7068.61
1279	     3100.19	    14282.27
1280	     3014.04	    14945.37
1281	    47592.68	     6336.34
1282	    32855.27	    10580.33
1283	     3002.36	    21214.87
1284	    18292.70	    11870.38
1285	    40274.26	    12348.53
1286	      330.44	    36817.16
1287	      839.26	    16871.46
1288	   113242.70	     3035.65
1289	     2986.06	    19542.78
1290	        0.00	    46498.36
1291	    32808.88	     9349.25
1292	   139840.22	      120.02
1293	      704.27	    22901.93
1294	    15925.34	     8088.47
1295	   100032.45	     2395.87
1296	    13478.46	    15870.79
1297	     4356.06	    10953.07
1298	    17900.94	    14645.97
1299	    72751.54	     7290.82
1300	    29601.87	     1427.43
1301	        0.00	    42778.89
1302	    27222.13	    16565.48
1303	    32022.31	     2946.28
1304	    46057.18	     6998.47
1305	    44837.48	    10736.32
1306	     3772.65	    19206.23
1307	    15292.84	     5239.21
1308	    56274.96	     5678.97
1309	    15917.74	    14144.07
1310	     5940.70	    10284.70
1311	    42546.02	    12379.02
1312	    58061.21	     6285.18
1313	    52900.75	     8054.60
1314	    24200.88	    13309.43
1315	    21098.08	    15313.37
1316	     1713.35	    32659.45
1317	        0.00	    33328.43
1318	    14457.71	    18502.06
1319	    68846.98	      427.55
1320	    65767.49	     4820.60
1321	    18541.50	    12797.58
1322	    41986.44	     7700.81
1323	        0.00	    37795.14
1324	      749.79	    17468.98
1325	      327.40	    32530.69
1326	    12748.70	    19910.86
1327	     5968.50	    20816.74
1328	    14000.16	    14544.01
1329	    54952.48	     8462.49
1330	    35456.82	    11395.29
1331	    96336.10	     4879.07
1332	    23036.18	     3497.56
1333	    81421.79	     7066.21
1334	    39600.69	     5914.04
1335	     7145.36	    21212.70
1336	     6766.93	     8963.79
1337	    42027.64	     5563.36
1338	    49184.52	     1659.80
1339	     4879.90	    17289.10
1340	    61683.25	     5530.02
1341	   119344.63	     4639.70
1342	    87426.85	     5366.86
1343	     8261.39	     5821.98
1344	    31730.18	     2656.90
1345	     7566.13	     3333.27
1346	    54416.46	     8267.73
1347	      984.79	    32855.98
1348	    37883.87	     5732.85
1349	      793.65	    10423.38
1350	    30693.44	    12360.31
1351	     5952.66	    28414.87
1352	    12639.15	    13739.23
1353	    87661.55	     2755.33
1354	    88804.94	     3575.58
1355	    11776.70	    21578.50
1356	    35404.51	     8472.37
1357	    12364.63	    20650.83
1358	    16381.22	    14542.44
1359	    50029.39	     3936.57
1360	        0.00	    30955.47
1361	        0.17	    31323.10
1362	    21105.19	    12391.63
1363	    10029.55	    18542.83
1364	     9510.42	     7496.89
1365	   146283.50	      791.50
1366	    38754.25	     9177.62
1367	        0.00	    40168.61
1368	     7751.54	     4760.37
1369	    60979.90	     2172.35
1370	    57399.42	     3122.76
1371	    31447.64	    12719.33
1372	    39689.39	     9346.73
1373	    44436.72	    11746.76
1374	     1935.37	    21859.61
1375	     1589.00	    12721.24
1376	    46086.68	     5326.67
1377	     4603.36	    11029.49
1378	    57194.73	     6656.01
1379	    47344.98	     5907.63
1380	    29585.67	     8050.93
1381	    76954.96	     5983.73
1382	    17066.84	      943.94
1383	        0.00	    30504.19
1384	    30591.74	     2963.31
1385	    16750.15	     6264.58
1386	    20981.49	     1706.11
1387	    32598.90	    11073.82
1388	    47204.81	     9607.14
1389	    18732.94	    14372.64
1390	    54078.52	     6179.19
1391	    65102.98	     4605.92
1392	       15.67	    23527.08
1393	    10292.95	     9315.69
1394	    82569.98	     6017.18
1395	      240.95	     9662.67
1396	    35408.12	    11476.22
1397	    76627.33	     6910.60
1398	     1830.79	    46195.30
1399	   192979.04	      264.82
1400	        0.00	    37889.00
1401	    42210.84	     4815.78
1402	    71290.04	     7020.63
1403	    29351.85	     7226.08
1404	   178108.81	       34.53
1405	    61966.16	     5177.74
1406	       32.73	    12869.62
1407	    23563.63	    12580.20
1408	     1999.81	    15103.00
1409	    64477.21	     8126.24
1410	     1383.36	    26099.64
1411	    80361.88	     1950.76
1412	        0.00	    51147.77
1413	    58016.09	     7565.57
1414	    49434.95	     6471.17
1415	    58149.46	     8593.52
1416	    13014.76	    15285.37
1417	     5588.70	     9391.60
1418	      229.20	    31277.23
1419	      353.74	    30133.32
1420	     9346.66	     8340.19
1421	    25073.03	     7752.04
1422	     9702.38	    20928.82
1423	       18.02	    41956.35
1424	        0.00	    24119.57
1425	    30951.83	     9117.62
1426	    49836.37	      702.00
1427	    20731.43	     6129.75
1428	    49645.79	     4032.06
1429	       50.55	    21564.37
1430	       14.40	    19458.78
1431	   148378.92	      724.96
1432	       21.52	    33399.13
1433	    18593.85	    15825.24
1434	      118.23	    25894.69
1435	    43018.39	    10250.36
1436	    86507.16	      608.63
1437	    48848.28	     5422.34
1438	    30459.88	      685.76
1439	    45043.82	     5497.52
1440	    37066.77	    11506.01
1441	    32818.63	     8211.88
1442	     4810.31	     7284.92
1443	       40.40	    30310.46
1444	     2498.31	    26440.34
1445	    30602.28	     2401.01
1446	    46790.15	     6427.51
1447	     2762.26	    24122.19
1448	    54535.10	     6088.30
1449	   105052.01	     2792.87
1450	    26789.87	     6955.72
1451	    76972.69	     3892.09
1452	      509.98	    28768.25
1453	    56671.11	     5660.15
1454	      751.29	    18658.46
1455	     3565.86	    24583.94
1456	     8488.07	    21672.65
1457	    17066.41	    11465.45
1458	    82296.43	     1126.65
1459	        0.02	    33166.48
1460	    58961.25	     6013.40
1461	    12687.44	     6832.95
1462	    56150.92	     5427.10
1463	    33254.84	     8279.25
1464	      875.60	    29404.84
1465	    33682.44	     9314.25
1466	    24328.80	    14185.32
1467	   177970.71	     3342.85
1468	   161623.10	     1912.51
1469	    42015.71	    11482.85
1470	    41454.28	     7423.57
1471	     3546.34	    25243.38
1472	    12564.52	    14945.81
1473	    62407.68	     2462.54
1474	    26364.46	     4881.35
1475	    31265.44	     6915.83
1476	     9080.41	    17242.50
1477	      207.11	    12255.42
1478	    19929.28	    13815.33
1479	        0.46	    21436.59
1480	     5659.32	    12779.16
1481	     4222.62	    24323.33
1482	     4961.75	     3243.29
1483	        0.00	    36954.97
1484	    48372.51	     4575.25
1485	   150382.44	      348.78
1486	    91556.78	     6542.99
1487	    16700.85	     7695.00
1488	     7843.37	     8154.91
1489	   126657.66	     4301.94
1490	     2403.56	     9668.28
1491	    16428.76	    23512.20
1492	    47852.76	     9814.01
1493	    20271.00	     1463.96
1494	    40257.28	     6958.12
1495	    25515.18	    12285.18
1496	    80727.78	     6616.47
1497	    60884.08	     6762.06
1498	    11468.08	     4515.19
1499	        0.00	    30081.38
1500	    29723.88	    12016.28
1501	    40937.16	     6779.42
1502	     4579.61	     5814.14
1503	    33362.53	     7654.42
1504	    81299.20	     4867.06
1505	     2822.61	    10626.16
1506	    59288.41	     6326.97
1507	    11794.51	     3543.41
1508	   135454.65	      350.69
1509	    50466.83	     2450.59
1510	    23007.55	    17184.53
1511	        4.84	    41901.95
1512	    39880.39	     9541.23
1513	    13158.36	    19266.45
1514	        5.73	    39854.75
1515	    44756.47	     3600.53
1516	    26510.56	     4214.90
1517	    69039.20	     4228.47
1518	    75360.59	     3072.41
1519	    33131.53	    12545.62
1520	        0.00	    36754.41
1521	    85714.79	     5687.30
1522	   207391.63	     1134.03
1523	    43127.48	      921.95
1524	     6780.31	    20000.47
1525	    55176.82	     5181.91
1526	    53976.10	     8114.68
1527	    73689.34	     5345.84
1528	    52802.74	     2976.43
1529	    80456.78	     1333.28
1530	        0.01	    27491.57
1531	    40684.54	      728.00
1532	     9788.72	     4913.54
1533	    21962.94	    16867.36
1534	    37677.65	     9979.97
1535	    96437.06	     4390.01
1536	    67863.29	     7587.37
1537	        0.00	    37637.56
1538	   119618.70	     4675.24
1539	    25126.61	    11236.70
1540	      346.30	    31192.56
1541	     9832.42	     3859.31
1542	    26927.10	     4534.79
1543	    12717.05	    14428.97
1544	        0.00	    43787.99
1545	    41237.08	     4773.99
1546	    33367.08	    11568.23
1547	     1719.06	    35917.91
1548	    97528.43	     3795.56
1549	    32966.28	     9580.87
1550	        0.00	    47592.45
1551	    53114.20	     6903.22
1552	     8240.94	    18692.33
1553	    35256.80	     9434.24
1554	    32067.66	    11428.66
1555	    55520.34	     3353.43
1556	    10336.67	    10530.12
1557	    14952.37	    14132.89
1558	     7628.35	    18671.34
1559	    87258.13	     6852.73
1560	    95195.26	      390.53
1561	    52086.93	     5582.84
1562	     6156.29	    22078.54
1563	     4824.92	     8800.69
1564	    18274.00	     3286.97
1565	    70993.70	      648.76
1566	        0.00	    49332.73
1567	    36996.46	     9462.42
1568	    83828.69	     2248.04
1569	    26091.57	    11323.54
1570	    46324.69	     3835.87
1571	     6171.65	    27716.80
1572	     2887.29	    12574.66
1573	    19652.25	    13267.26
1574	    37247.92	     7968.09
1575	    10869.19	    10865.26
1576	    52639.47	     7571.75
1577	        0.00	    36286.36
1578	    57374.80	     6235.42
1579	    29876.48	     2995.92
1580	     8250.05	    18866.46
1581	       79.51	    34140.78
1582	        0.00	    47738.00
1583	        0.38	    26017.05
1584	    25038.90	    11322.73
1585	    32723.84	     6295.77
1586	        0.00	    37486.37
1587	    22102.78	    11819.04
1588	        0.00	    34074.17
1589	        0.00	    37264.66
1590	    48006.78	    12350.27
1591	    67781.56	     3979.25
1592	     8013.53	     6913.08
1593	      270.14	    32587.88
1594	        0.00	    41813.25
1595	       81.49	    17117.23
1596	     5194.75	     6720.62
1597	   102155.82	     3986.82
1598	     1912.32	    23575.96
1599	    70735.53	     4330.41
1600	        0.00	    41942.81
1601	      500.43	    26911.53
1602	        0.00	    39313.09
1603	     8794.49	     8348.58
1604	    40651.79	     6319.74
1605	    49906.61	     6714.41
1606	    52258.65	     2703.26
1607	    36591.15	     9421.19
1608	    54622.19	     8257.92
1609	        7.37	    44303.28
1610	     2753.79	    23916.94
1611	    42278.46	     3180.44
1612	    57216.50	    10483.02
1613	    18340.68	    12821.63
1614	    15111.31	    19233.05
1615	    65948.10	    10701.42
1616	    60834.48	     8078.38
1617	    17212.71	    16681.03
1618	     8350.11	    21656.86
1619	     4048.18	    28604.75
1620	     3617.93	    11815.66
1621	     1975.64	    37991.98
1622	     4728.58	     9745.53
1623	     6300.47	    12754.34
1624	   117295.47	      369.08
1625	    10756.19	     8496.71
1626	     3232.31	    12201.78
1627	    11003.69	    18573.58
1628	    52920.59	     8149.28
1629	    43786.53	     7736.21
1630	        0.01	    27559.05
1631	    30752.11	    11488.62
1632	    59153.27	     8607.19
1633	    31679.17	    10384.28
1634	    33496.85	     9739.08
1635	    57563.20	     6019.84
1636	        0.00	    40214.96
1637	        0.01	    22936.31
1638	   101533.09	     5434.77
1639	    18706.81	     5093.27
1640	    56674.16	     7511.20
1641	    45477.66	     1779.78
1642	    41198.01	     6694.25
1643	        4.38	    24652.15
1644	    16994.16	     6802.52
1645	     8914.70	    17247.14
1646	      200.09	    24068.59
1647	    27882.00	     7985.91
1648	    26875.04	    13280.76
1649	      700.36	    39291.61
1650	        0.00	     9909.42
1651	     8548.85	    16036.85
1652	    37629.89	     9888.16
1653	    23056.39	    15372.89
1654	    95784.68	     5744.28
1655	    43934.83	     3647.90
1656	   114050.33	      273.25
1657	    13158.15	    18460.64
1658	    20875.53	    11375.53
1659	    14809.35	    15254.31
1660	      399.88	    10737.01
1661	    11792.11	    12693.95
1662	    59228.29	     2726.26
1663	      769.55	    20742.16
1664	    85006.46	     5594.34
1665	    12576.98	    18839.00
1666	     9056.59	    19437.71
1667	    13322.77	     3613.40
1668	    43774.78	     9866.27
1669	    59484.46	     5492.72
1670	    34949.64	     9859.47
1671	    46746.94	     5441.62
1672	        0.00	    23833.91
1673	     3093.49	     9714.95
1674	    35339.72	     2785.78
1675	     1077.45	    31815.84
1676	    38412.74	    12345.98
1677	    48168.32	     7139.41
1678	    44715.59	    10171.09
1679	    66156.42	     5482.26
1680	    47201.41	     7077.56
1681	    53068.94	     7402.80
1682	    47055.83	     9475.77
1683	    32167.85	     8844.53
1684	    16952.68	    18353.43
1685	     8269.28	    22569.35
1686	    90325.79	     5487.16
1687	      487.50	    30440.84
1688	     2151.80	    31441.84
1689	   141023.29	      118.95
1690	       43.27	    12017.82
1691	     1361.04	    16672.70
1692	    74899.50	     6646.24
1693	    46985.51	     6377.93
1694	    49561.46	     8230.98
1695	     7718.58	    20911.29
1696	    16211.15	    15148.03
1697	    35449.90	     8141.66
1698	    32652.30	     6836.92
1699	    58230.18	     5795.46
1700	        0.09	    27707.06
1701	    25848.22	    13469.38
1702	        0.00	    46398.35
1703	    13190.11	    10288.96
1704	    21838.23	    12501.19
1705	        0.00	    43191.92
1706	    22222.24	    20457.78
1707	    11904.54	    18044.17
1708	    15763.47	     8231.38
1709	    11596.56	    23154.44
1710	     2194.93	    14720.53
1711	    61681.88	     2010.19
1712	    49666.32	     6776.24
1713	      394.61	    20290.33
1714	       51.23	    17758.88
1715	    10246.63	    17589.74
1716	   147562.64	     2905.49
1717	        0.00	    41098.97
1718	    82071.09	     6462.43
1719	    13291.43	    17657.85
1720	    53888.12	     4854.20
1721	     1101.11	    13676.18
1722	     8570.13	     3113.12
1723	    27882.54	    14238.49
1724	    10143.59	    13556.81
1725	    30291.84	     8435.85
1726	   202553.91	      233.15
1727	    40605.47	     7157.69
1728	    52905.20	     1842.54
1729	    16526.90	     1416.69
1730	    14401.13	    19270.69
1731	    34862.28	     9357.53
1732	    16145.56	     8336.23
1733	       15.97	    35755.09
1734	    23503.11	    13600.90
1735	    10371.61	     9411.16
1736	    66033.83	     7809.47
1737	    45022.57	     6617.85
1738	    36860.38	    11983.10
1739	    30089.90	    10446.55
1740	     4890.73	    23503.88
1741	    12705.86	    10308.28
1742	    80248.29	     3429.90
1743	    42289.39	     3437.06
1744	    25077.15	     4562.27
1745	        1.15	    28208.32
1746	    37737.73	    11801.61
1747	        0.00	    37753.78
1748	        0.00	    41101.03
1749	     6978.26	    23762.73
1750	    26139.20	    11639.77
1751	    26248.05	     7912.43
1752	    10188.72	    17387.49
1753	     5376.76	    23173.28
1754	        0.00	    28915.62
1755	        3.17	    27521.20
1756	    43149.99	     2092.09
1757	    11643.91	    19133.88
1758	       93.80	    21604.14
1759	    71054.05	     4182.38
1760	    32818.43	     9989.52
1761	        0.00	    26465.45
1762	    53871.62	     6318.22
1763	      345.31	    18205.01
1764	    13582.13	    18024.04
1765	    34340.36	     9468.60
1766	    44011.72	     7931.27
1767	      138.03	    30001.91
1768	    12168.59	    19146.11
1769	       90.38	    33200.87
1770	     7329.42	     4039.50
1771	    33836.77	     8182.71
1772	    15432.83	    20914.29
1773	     5004.12	    10304.47
1774	     5950.55	    20129.74
1775	    80543.51	     8414.71
1776	    41844.28	     5439.48
1777	        0.00	    44064.33
1778	     6240.80	     8265.53
1779	       49.36	    18198.60
1780	     4606.37	    15391.76
1781	    23507.31	    12239.95
1782	    49522.01	     7510.23
1783	    72346.76	      378.80
1784	    16191.48	    14855.16
1785	    62371.31	     4739.83
1786	      952.76	    30808.04
1787	    53842.64	    10055.85
1788	     9986.66	    11302.39
1789	   168647.63	      124.30
1790	     4927.67	     5200.00
1791	     8404.13	    19122.08
1792	    38215.18	     8847.71
1793	    28077.03	     7793.56
1794	    83242.87	     6847.36
1795	        0.00	    42458.07
1796	    90357.66	     2738.67
1797	    17288.10	    14991.91
1798	    42873.51	     6696.74
1799	     4438.25	     5643.95
1800	     6789.50	     9060.58
1801	    52220.30	     6256.28
1802	   111854.08	     2597.03
1803	    17052.29	      428.43
1804	    90667.39	     2971.65
1805	     2682.90	    22567.51
1806	    69574.90	       24.33
1807	     2334.09	    26241.06
1808	    23264.04	     2877.53
1809	    59866.67	     8046.08
1810	        0.00	    23212.20
1811	    25166.70	     6086.62
1812	    13863.92	    15008.38
1813	     8568.03	    22539.24
1814	     9472.08	    22400.67
1815	    13885.56	    17465.78
1816	     5782.43	     9336.59
1817	      525.32	    15037.91
1818	    79397.05	     6607.13
1819	     8355.03	     7449.71
1820	    64453.99	     6743.66
1821	   100638.44	     5792.42
1822	      184.81	    12923.56
1823	    37869.93	    13064.43
1824	     2078.05	    36066.22
1825	        0.00	    34514.20
1826	     3762.45	    12488.14
1827	      167.82	    16739.51
1828	    84308.11	     2488.21
1829	    28759.14	     7767.39
1830	    28891.54	      649.44
1831	    17425.57	    18456.91
1832	      631.43	     8779.22
1833	    35243.48	     6149.74
1834	        0.00	    24882.16
1835	    63625.73	     4714.40
1836	    35982.08	    11910.87
1837	    48548.09	     5219.23
1838	     3190.63	    34172.05
1839	    36937.68	     8101.61
1840	   108945.48	     1045.57
1841	    46271.67	     6254.98
1842	      614.58	    19510.39
1843	    34597.55	     9813.76
1844	      355.82	    33315.92
1845	    35807.60	     7108.91
1846	    41986.66	     5705.00
1847	    31439.14	     6936.86
1848	    20095.98	    11833.30
1849	   102096.84	      846.95
1850	        0.00	    34376.08
1851	    42049.51	    10633.77
1852	    30092.15	    12771.74
1853	        0.00	    29645.98
1854	    47659.10	     6622.85
1855	      628.25	    11878.18
1856	        0.00	    43820.33
1857	    42007.51	     1956.85
1858	    14080.61	    15929.83
1859	    33977.43	     5892.32
1860	      519.86	    12699.62
1861	    50039.25	     8154.46
1862	    28738.07	     4741.27
1863	     6587.18	    17958.98
1864	    10006.50	    16496.90
1865	     1971.01	    26567.45
1866	    43333.36	     9196.86
1867	    32788.26	    13218.43
1868	    38952.94	     7684.70
1869	        0.00	    19178.31
1870	        0.23	    34840.54
1871	        0.95	    29638.10
1872	    41381.27	     7322.63
1873	    46383.56	     8437.71
1874	     3762.61	    10944.72
1875	   104981.43	     5852.33
1876	    77059.03	      832.24
1877	        0.00	    44944.29
1878	    11122.94	    13081.68
1879	     1258.68	     7985.89
1880	      460.47	    36770.21
1881	      663.40	    26507.04
1882	    82539.27	     6048.70
1883	    61921.94	     5187.26
1884	    41545.47	     6325.20
1885	    19563.87	    18695.89
1886	    51617.61	     6629.09
1887	    13262.24	     6722.90
1888	    58732.40	     5608.64
1889	     2878.23	    25497.63
1890	    35523.93	     7136.74
1891	        0.00	    37903.75
1892	    11662.21	    17561.44
1893	     7166.08	    12690.40
1894	    51066.30	     2717.03
1895	    58521.55	     6185.01
1896	    24447.87	    11519.95
1897	    52477.31	     1331.07
1898	    28317.00	     6658.42
1899	    54606.50	     6189.40
1900	    11566.78	    20873.69
1901	    65834.93	     4745.00
1902	     1576.23	    41731.24
1903	    65023.08	     7861.05
1904	    10771.28	     2041.85
1905	    61034.64	     5839.52
1906	    75684.54	     6742.72
1907	   125106.75	      276.48
1908	       90.63	    27493.08
1909	     5791.59	    14071.47
1910	        0.00	    37011.27
1911	      143.86	    34900.44
1912	    13358.20	     7833.58
1913	    52765.04	     5653.78
1914	    33708.29	     9332.01
1915	     5273.97	    21862.91
1916	     5583.39	    20897.89
1917	     6719.62	    22732.11
1918	        0.00	    36358.79
1919	   102444.95	     4323.24
1920	    69197.51	     3801.02
1921	    28825.59	     6519.75
1922	    21440.31	    13432.36
1923	    29825.77	     1941.74
1924	    48401.39	     7631.78
1925	    36230.90	     5418.28
1926	    12203.70	     4876.62
1927	        0.00	    28066.80
1928	    45573.79	     6561.62
1929	        0.64	    29179.54
1930	    46932.24	     5689.99
1931	    53022.72	     7025.27
1932	    31161.63	     6193.26
1933	    15436.88	     9677.71
1934	    39755.17	     6591.63
1935	    32516.04	     6400.47
1936	     1132.65	    33357.05
1937	      529.88	    10178.91
1938	      959.82	    35744.53
1939	        0.00	    33385.81
1940	    52132.00	     9056.97
1941	    58516.35	     5374.75
1942	    48519.50	    12710.42
1943	       15.06	    40458.15
1944	   152566.19	     3590.81
1945	    15228.31	    13673.65
1946	    37036.93	     4579.58
1947	      102.83	    42437.23
1948	    62154.01	     4685.41
1949	    59331.20	     8522.53
1950	        0.00	    32017.65
1951	    18387.20	     9788.52
1952	       38.24	    32819.66
1953	      855.06	    29759.91
1954	    99093.60	     6066.53
1955	    53105.01	     3277.23
1956	     5843.19	    22519.07
1957	    17307.77	    17674.47
1958	    44041.93	     6891.75
1959	     4757.51	     7550.83
1960	    21877.36	    13889.74
1961	    17310.83	     6153.01
1962	    27268.32	    12136.73
1963	     1749.48	    17702.22
