,LOCATION,ID,CZ,Heating,Cooling,Country,File_name,Total Energy
419,ROCKFORD GREATER ROCKFORD AP,725430,5A,66033.83,7809.47,USA,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3,73843.3
420,SCOTT AFB/BELLEVILL,724338,4A,41272.81,11655.39,USA,USA_IL_Belleville-Scott.AFB.724338_TMY3,52928.2
421,SOUTHERN ILLINOIS,724336,4A,31216.28,14148.65,USA,USA_IL_Carbondale-Southern.Illinois.AP.724336_TMY3,45364.93
422,SPRINGFIELD CAPITAL AP,724390,5A,50002.33,10290.74,USA,USA_IL_Springfield.724390_TMY2,60293.07
423,SPRINGFIELD CAPITAL AP,724390,5A,43774.78,9866.27,USA,USA_IL_Springfield-Capital.AP.724390_TMY,53641.05
424,SPRINGFIELD CAPITAL AP,724390,5A,44426.02,10616.28,USA,USA_IL_Springfield-Capital.AP.724390_TMY3,55042.3
425,STERLING ROCKFALLS,725326,5A,53976.1,8114.68,USA,USA_IL_Sterling-Rock.Falls-Whiteside.County.AP.725326_TMY3,62090.78
426,UNIV OF ILLINOIS WI,725315,5A,48581.03,9639.93,USA,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3,58220.96
427,W. CHICAGO/DU PAGE,725305,5A,49037.33,8093.78,USA,USA_IL_Du.Page.AP.725305_TMY3,57131.11
428,EVANSVILLE REGIONAL AP,724320,4A,35408.12,11476.22,USA,USA_IN_Evansville.724320_TMY2,46884.34
429,EVANSVILLE REGIONAL AP,724320,4A,32491.97,11197.81,USA,USA_IN_Evansville.Rgnl.AP.724320_TMY,43689.78
430,EVANSVILLE REGIONAL AP,724320,4A,31794.31,12646.71,USA,USA_IN_Evansville.Rgnl.AP.724320_TMY3,44441.02
431,FORT WAYNE INTL AP,725330,5A,55942,7778.17,USA,USA_IN_Fort.Wayne.Intl.AP.725330_TMY3,63720.17
432,FORT WAYNE INTL AP,725330,5A,51506.3,6827.27,USA,USA_IN_Fort.Wayne.Intl.AP.725330_TMY,58333.57
433,FORT WAYNE INTL AP,725330,5A,53114.2,6903.22,USA,USA_IN_Fort.Wayne.725330_TMY2,60017.42
434,GRISSOM ARB,725335,5A,49561.46,8230.98,USA,USA_IN_Grissom.AFB.725335_TMY3,57792.44
435,HUNTINGBURG,724365,4A,24780.77,12312.1,USA,USA_IN_Huntingburg.Muni.AP.724365_TMY3,37092.87
436,INDIANAPOLIS INTL AP,724380,4A,44531.08,8954.05,USA,USA_IN_Indianapolis.724380_TMY2,53485.13
437,INDIANAPOLIS INTL AP,724380,4A,48871.85,10153.63,USA,USA_IN_Indianapolis.Intl.AP.724380_TMY3,59025.48
438,INDIANAPOLIS INTL AP,724380,4A,45594.55,8267.68,USA,USA_IN_Indianapolis.Intl.AP.724380_TMY,53862.23
439,LAFAYETTE PURDUE UNIV AP,724386,5A,51847.47,8724.26,USA,USA_IN_Lafayette-Purdue.University.AP.724386_TMY3,60571.73
440,MONROE CO,724375,4A,41668.25,9439.14,USA,USA_IN_Monroe.County.AP.724375_TMY3,51107.39
441,SOUTH BEND MICHIANA RGNL AP,725350,5A,46383.56,8437.71,USA,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3,54821.27
442,SOUTH BEND MICHIANA RGNL AP,725350,5A,51617.61,6629.09,USA,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY,58246.7
443,SOUTH BEND MICHIANA RGNL AP,725350,5A,49075.11,7707.98,USA,USA_IN_South.Bend.725350_TMY2,56783.09
444,TERRE HAUTE/HULMAN,724373,4A,41820.17,11185.32,USA,USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3,53005.49
445,ATLANTIC,725453,5A,57837.02,8965.67,USA,USA_IA_Atlantic.Muni.AP.725453_TMY3,66802.69
446,BOONE MUNI,725486,5A,57188.57,8341.17,USA,USA_IA_Boone.Muni.AP.725486_TMY3,65529.74
447,BURLINGTON MUNICIPAL AP,725455,5A,50538.49,9285.27,USA,USA_IA_Burlington.Muni.AP.725455_TMY,59823.76
448,BURLINGTON MUNICIPAL AP,725455,5A,48519.5,12710.42,USA,USA_IA_Burlington.Muni.AP.725455_TMY3,61229.92
449,CARROLL,725468,5A,62136.74,9390.98,USA,USA_IA_Carroll.Muni.AP.725468_TMY3,71527.72
450,CEDAR RAPIDS MUNICIPAL AP,725450,5A,67863.29,7587.37,USA,USA_IA_Cedar.Rapids.Muni.AP.725450_TMY3,75450.66
451,CHARITON,725469,5A,49249.38,11284.74,USA,USA_IA_Chariton.Muni.AP.725469_TMY3,60534.12
452,CHARLES CITY,725463,5A,59199.98,7656.81,USA,USA_IA_Charles.City.Muni.AP.725463_TMY3,66856.79
453,CLINTON MUNI (AWOS),725473,5A,61967.07,9487.31,USA,USA_IA_Clinton.Muni.AWOS.725473_TMY3,71454.38
454,CRESTON,725474,5A,52810.8,9474.77,USA,USA_IA_Creston.Muni.AP.725474_TMY3,62285.57
455,DES MOINES INTL AP,725460,5A,57723.92,7964.21,USA,USA_IA_Des.Moines.Intl.AP.725460_TMY,65688.13
456,DES MOINES INTL AP,725460,5A,58149.46,8593.52,USA,USA_IA_Des.Moines.725460_TMY2,66742.98
457,DES MOINES INTL AP,725460,5A,57216.5,10483.02,USA,USA_IA_Des.Moines.Intl.AP.725460_TMY3,67699.52
458,DUBUQUE REGIONAL AP,725470,5A,70375.18,6271.14,USA,USA_IA_Dubuque.Rgnl.AP.725470_TMY3,76646.32
459,ESTHERVILLE MUNI,726499,6A,91801.42,6740.55,USA,USA_IA_Estherville.Muni.AP.726499_TMY3,98541.97
460,FAIR FIELD,726498,5A,51371.92,10512.5,USA,USA_IA_Fairfield.Muni.AP.726498_TMY3,61884.42
461,FORT DODGE (AWOS),725490,5A,64549.65,8511.85,USA,USA_IA_Fort.Dodge.AWOS.725490_TMY3,73061.5
462,KEOKUK MUNI,725456,5A,42015.71,11482.85,USA,USA_IA_Keokuk.Muni.AP.725456_TMY3,53498.56
463,MASON CITY MUNICIPAL ARPT,725485,6A,78587.61,7083.32,USA,USA_IA_Mason.City.Muni.AP.725485_TMY3,85670.93
464,MASON CITY MUNICIPAL ARPT,725485,6A,74964.14,7010.92,USA,USA_IA_Mason.City.Muni.AP.725485_TMY,81975.06
465,MASON CITY MUNICIPAL ARPT,725485,6A,81655.53,6012.4,USA,USA_IA_Mason.City.725485_TMY2,87667.93
466,OTTUMWA INDUSTRIAL AP,725465,5A,63292.92,8311.05,USA,USA_IA_Ottumwa.Industrial.AP.725465_TMY3,71603.97
467,SIOUX CITY SIOUX GATEWAY AP,725570,5A,62434.01,8476.37,USA,USA_IA_Sioux.City.725570_TMY2,70910.38
468,SIOUX CITY SIOUX GATEWAY AP,725570,5A,62457.2,9424.4,USA,USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY,71881.6
469,SIOUX CITY SIOUX GATEWAY AP,725570,5A,63235.03,9292.43,USA,USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3,72527.46
470,SPENCER,726500,6A,85040.95,6221.05,USA,USA_IA_Spencer.Muni.AP.726500_TMY3,91262
471,STORM LAKE,725496,5A,63465.38,7961.8,USA,USA_IA_Storm.Lake.Muni.AP.725496_TMY3,71427.18
472,WASHINGTON,725454,5A,51426.83,9374.22,USA,USA_IA_Washington.Muni.AP.725454_TMY3,60801.05
473,WATERLOO MUNICIPAL AP,725480,5A,69020.55,6334.07,USA,USA_IA_Waterloo.725480_TMY2,75354.62
474,WATERLOO MUNICIPAL AP,725480,5A,67354.18,8372.42,USA,USA_IA_Waterloo.Muni.AP.725480_TMY3,75726.6
475,WEBSTER CITY,725478,5A,52563.44,10199.77,USA,USA_IA_Webster.City.Muni.AP.725478_TMY3,62763.21
476,CHANUTE MARTIN JOHNSON AP,724507,4A,35301.04,14790.33,USA,USA_KS_Chanute-Martin.Johnson.AP.724507_TMY3,50091.37
477,CONCORDIA BLOSSER MUNI AP,724580,4A,37455.54,13005.48,USA,USA_KS_Concordia-Blosser.Muni.AP.724580_TMY3,50461.02
478,DODGE CITY REGIONAL AP,724510,4A,37737.73,11801.61,USA,USA_KS_Dodge.City.Rgnl.AP.724510_TMY3,49539.34
479,DODGE CITY REGIONAL AP,724510,4A,39056.52,11417.82,USA,USA_KS_Dodge.City.Rgnl.AP.724510_TMY,50474.34
480,DODGE CITY REGIONAL AP,724510,4A,44137.77,11441.52,USA,USA_KS_Dodge.City.724510_TMY2,55579.29
481,FT RILEY/MARSHALL A,724550,4A,31550.16,13993.33,USA,USA_KS_Fort.Riley-Marshall.AAF.724550_TMY3,45543.49
482,GARDEN CITY MUNICIPAL AP,724515,4A,38345.34,10866.46,USA,USA_KS_Garden.City.Muni.AP.724515_TMY3,49211.8
483,GOODLAND RENNER FIELD,724650,5A,47626.58,8916.68,USA,USA_KS_Goodland-Renner.Field.724650_TMY3,56543.26
484,GOODLAND RENNER FIELD,724650,5A,50039.25,8154.46,USA,USA_KS_Goodland.724650_TMY2,58193.71
485,GOODLAND RENNER FIELD,724650,5A,46073.01,8635.73,USA,USA_KS_Goodland-Renner.Field.724650_TMY,54708.74
486,GREAT BEND (AWOS),724517,4A,36843.93,11689.11,USA,USA_KS_Great.Bend.AWOS.724517_TMY3,48533.04
487,HAYS MUNI (AWOS),724518,4A,35536.6,12213.23,USA,USA_KS_Hays.Muni.AWOS.724518_TMY3,47749.83
488,HILL CITY MUNICIPAL AP,724655,4A,44837.48,10736.32,USA,USA_KS_Hill.City.Muni.AP.724655_TMY3,55573.8
489,LIBERAL MUNI,724516,4A,35579.57,12729.95,USA,USA_KS_Liberal.Muni.AP.724516_TMY3,48309.52
490,MANHATTAN RGNL,724555,4A,38971.09,13821.95,USA,USA_KS_Manhattan.Rgnl.AP.724555_TMY3,52793.04
491,MCCONNELL AFB,724505,4A,35759.08,14338.49,USA,USA_KS_Wichita-McConnell.AFB.724505_TMY3,50097.57
492,NEWTON (AWOS),724509,4A,37036.02,11745.15,USA,USA_KS_Newton.AWOS.724509_TMY3,48781.17
493,OLATHE/JOHNSON CO.,724468,4A,33131.53,12545.62,USA,USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3,45677.15
494,RUSSELL MUNICIPAL AP,724585,4A,40084.75,11483.6,USA,USA_KS_Russell.Muni.AP.724585_TMY3,51568.35
495,SALINA MUNICIPAL AP,724586,4A,36295.64,14313.73,USA,USA_KS_Salina.Muni.AP.724586_TMY3,50609.37
496,TOPEKA FORBES FIELD,724565,4A,36860.38,11983.1,USA,USA_KS_Topeka-Forbes.AFB.724565_TMY3,48843.48
497,TOPEKA MUNICIPAL AP,724560,4A,43068.44,11306.16,USA,USA_KS_Topeka.724560_TMY2,54374.6
498,TOPEKA MUNICIPAL AP,724560,4A,38406.56,12391.14,USA,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3,50797.7
499,TOPEKA MUNICIPAL AP,724560,4A,42546.02,12379.02,USA,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY,54925.04
500,WICHITA MID-CONTINENT AP,724500,4A,37869.93,13064.43,USA,USA_KS_Wichita.724500_TMY2,50934.36
501,WICHITA MID-CONTINENT AP,724500,4A,30092.15,12771.74,USA,USA_KS_Wichita-Mid.Continent.AP.724500_TMY3,42863.89
502,WICHITA/COL. JABARA,724504,4A,35752.55,13207.58,USA,USA_KS_Wichita-Col.Jabara.Field.724504_TMY3,48960.13
503,BOWLING GREEN WARREN CO AP,746716,4A,30738.62,12134.2,USA,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3,42872.82
504,CINCINNATI NORTHERN KY AP,724210,4A,38754.25,9177.62,USA,USA_KY_Covington-Cincinnati.AP.724210_TMY2,47931.87
505,CINCINNATI NORTHERN KY AP,724210,4A,36901.16,8555.26,USA,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY,45456.42
506,CINCINNATI NORTHERN KY AP,724210,4A,39917.53,9379.29,USA,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3,49296.82
507,FORT CAMPBELL (AAF),746710,4A,33462.2,13938.87,USA,USA_KY_Fort.Campbell.AAF.746710_TMY3,47401.07
508,FORT KNOX/GODMAN,724240,4A,35700.96,11303.09,USA,USA_KY_Fort.Knox-Godman.AAF.724240_TMY3,47004.05
509,HENDERSON CITY,724238,4A,35541.04,9673.97,USA,USA_KY_Henderson.City.County.AP.724238_TMY3,45215.01
510,JACKSON JULIAN CARROLL AP,724236,4A,23857.83,10577.01,USA,USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3,34434.84
511,LEXINGTON BLUEGRASS AP,724220,4A,35227.6,10270.04,USA,USA_KY_Lexington-Bluegrass.AP.724220_TMY3,45497.64
512,LEXINGTON BLUEGRASS AP,724220,4A,34597.55,9813.76,USA,USA_KY_Lexington-Bluegrass.AP.724220_TMY,44411.31
513,LEXINGTON BLUEGRASS AP,724220,4A,35699.78,9152.44,USA,USA_KY_Lexington.724220_TMY2,44852.22
514,LONDON-CORBIN AP,724243,4A,30556.04,10004.78,USA,USA_KY_London-Corbin-Magee.Field.724243_TMY3,40560.82
515,LOUISVILLE BOWMAN FIELD,724235,4A,24815.54,12013.95,USA,USA_KY_Louisville-Bowman.Field.724235_TMY3,36829.49
516,LOUISVILLE STANDIFORD FIELD,724230,4A,30971.54,12621.99,USA,USA_KY_Louisville-Standiford.Field.724230_TMY3,43593.53
517,LOUISVILLE STANDIFORD FIELD,724230,4A,32598.9,11073.82,USA,USA_KY_Louisville-Standiford.Field.724230_TMY,43672.72
518,LOUISVILLE STANDIFORD FIELD,724230,4A,30752.11,11488.62,USA,USA_KY_Louisville.724230_TMY2,42240.73
519,PADUCAH BARKLEY REGIONAL AP,724350,4A,24200.88,13309.43,USA,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3,37510.31
520,SOMERSET(AWOS),724354,4A,25848.22,13469.38,USA,USA_KY_Somerset-Pulaski.County.AWOS.724354_TMY3,39317.6
521,ALEXANDRIA ESLER REGIONAL AP,722487,2A,10594.49,19582.01,USA,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3,30176.5
522,ALEXANDRIA INTERNATIONAL,747540,2A,8793.21,20897.47,USA,USA_LA_Alexandria-England.AFB.747540_TMY3,29690.68
523,BARKSDALE AFB,722485,3A,15894.79,18843.18,USA,USA_LA_Barksdale.AFB.722485_TMY3,34737.97
524,BATON ROUGE RYAN ARPT,722317,2A,6932.99,18915.09,USA,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY,25848.08
525,BATON ROUGE RYAN ARPT,722317,2A,7450.14,19231.48,USA,USA_LA_Baton.Rouge.722317_TMY2,26681.62
526,BATON ROUGE RYAN ARPT,722317,2A,8958.44,20777.82,USA,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3,29736.26
527,FORT POLK (ARMY),722390,3A,13336.07,19847.2,USA,USA_LA_Fort.Polk.722390_TMY3,33183.27
528,LAFAYETTE REGIONAL AP,722405,2A,7145.36,21212.7,USA,USA_LA_Lafayette.RgnlAP.722405_TMY3,28358.06
529,LAKE CHARLES REGIONAL ARPT,722400,2A,8230.45,20552.28,USA,USA_LA_Lake.Charles.722400_TMY2,28782.73
530,LAKE CHARLES REGIONAL ARPT,722400,2A,7154.06,21164.79,USA,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3,28318.85
531,LAKE CHARLES REGIONAL ARPT,722400,2A,6706.66,19762.16,USA,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY,26468.82
532,MONROE REGIONAL AP,722486,3A,12168.59,19146.11,USA,USA_LA_Monroe.Rgnl.AP.722486_TMY3,31314.7
533,NEW ORLEANS ALVIN CALLENDER F,722316,2A,3879.47,21357.15,USA,USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3,25236.62
534,NEW ORLEANS INTL ARPT,722310,2A,5457.97,19722,USA,USA_LA_New.Orleans.Intl.AP.722310_TMY,25179.97
535,NEW ORLEANS INTL ARPT,722310,2A,5632.23,22768.27,USA,USA_LA_New.Orleans.Intl.AP.722310_TMY3,28400.5
536,NEW ORLEANS LAKEFRONT AP,722315,2A,5796.05,20486.48,USA,USA_LA_New.Orleans.722315_TMY2,26282.53
537,NEW ORLEANS LAKEFRONT AP,722315,2A,4470.88,22537.65,USA,USA_LA_New.Orleans-Lakefront.AP.722315_TMY3,27008.53
538,PATTERSON MEMORIAL,722329,2A,5495.5,19828.12,USA,USA_LA_Patterson.Mem.AP.722329_TMY3,25323.62
539,SHREVEPORT DOWNTOWN,722484,3A,15253.92,21204,USA,USA_LA_Shreveport.Downtown.722484_TMY3,36457.92
540,SHREVEPORT REGIONAL ARPT,722480,3A,12748.7,19910.86,USA,USA_LA_Shreveport.Rgnl.AP.722480_TMY3,32659.56
541,SHREVEPORT REGIONAL ARPT,722480,3A,10924.3,18568.82,USA,USA_LA_Shreveport.Rgnl.AP.722480_TMY,29493.12
542,SHREVEPORT REGIONAL ARPT,722480,3A,11526.69,18509.64,USA,USA_LA_Shreveport.722480_TMY2,30036.33
543,AUBURN-LEWISTON,726184,6A,60153.93,4453.51,USA,USA_ME_Auburn-Lewiston.Muni.AP.726184_TMY3,64607.44
544,AUGUSTA AIRPORT,726185,6A,71054.05,4182.38,USA,USA_ME_Augusta.AP.726185_TMY3,75236.43
545,BANGOR INTERNATIONAL AP,726088,6A,65767.49,4820.6,USA,USA_ME_Bangor.Intl.AP.726088_TMY3,70588.09
546,BANGOR INTERNATIONAL AP,726088,6A,70735.53,4330.41,USA,USA_ME_Bangor.Intl.AP.726088_TMY,75065.94
547,BAR HARBOR (AWOS),726077,6A,61681.88,2010.19,USA,USA_ME_Bar.Harbor.AWOS.726077_TMY3,63692.07
548,BRUNSWICK NAS,743920,6A,60030.47,4295.42,USA,USA_ME_Brunswick.NAS.743920_TMY3,64325.89
549,CARIBOU MUNICIPAL ARPT,727120,7,95476.13,2618.28,USA,USA_ME_Caribou.Muni.AP.727120_TMY,98094.41
550,CARIBOU MUNICIPAL ARPT,727120,7,97980.65,3127.84,USA,USA_ME_Caribou.Muni.AP.727120_TMY3,101108.49
551,CARIBOU MUNICIPAL ARPT,727120,7,93964.67,2487.76,USA,USA_ME_Caribou.727120_TMY2,96452.43
552,HOULTON INTL ARPT,727033,7,93131.57,3557.78,USA,USA_ME_Houlton.Intl.AP.727033_TMY3,96689.35
553,NORTHERN AROOSTOOK,726083,7,96869.94,2728.18,USA,USA_ME_Edmundston-Northern.Aroostook.Rgnl.AP.726083_TMY3,99598.12
554,PORTLAND INTL JETPORT,726060,6A,60137.17,4395.16,USA,USA_ME_Portland.Intl.Jetport.726060_TMY3,64532.33
555,PORTLAND INTL JETPORT,726060,6A,61781.41,3533.45,USA,USA_ME_Portland.Intl.Jetport.726060_TMY,65314.86
556,PORTLAND INTL JETPORT,726060,6A,60518.86,4273,USA,USA_ME_Portland.726060_TMY2,64791.86
557,PRESQUE ISLE MUNICIP,727130,7,83614.85,3036.27,USA,USA_ME_Presque.Isle.Muni.AP.727130_TMY3,86651.12
558,ROCKLAND/KNOX(AWOS),726079,6A,54590.8,3192.23,USA,USA_ME_Rockland-Knox.AWOS.726079_TMY3,57783.03
559,SANFORD MUNI (AWOS),726064,6A,58323.72,4158.93,USA,USA_ME_Sanford.Muni.AWOS.726064_TMY3,62482.65
560,WATERVILLE (AWOS),726073,6A,65553.98,5184.08,USA,USA_ME_Waterville.AWOS.726073_TMY3,70738.06
561,WISCASSET,727135,6A,49880.03,4740.07,USA,USA_ME_Wiscasset.AP.727135_TMY3,54620.1
562,ANDREWS AFB,745940,4A,30538.24,10254.28,USA,USA_MD_Andrews.AFB.745940_TMY3,40792.52
563,BALTIMORE BLT-WASHNGTN INT'L,724060,4A,35256.8,9434.24,USA,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY,44691.04
564,BALTIMORE BLT-WASHNGTN INT'L,724060,4A,33496.85,9739.08,USA,USA_MD_Baltimore.724060_TMY2,43235.93
565,BALTIMORE BLT-WASHNGTN INT'L,724060,4A,30056.8,10836.29,USA,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3,40893.09
566,PATUXENT RIVER NAS,724040,4A,18156.6,12940.32,USA,USA_MD_Patuxent.River.NAS.724040_TMY3,31096.92
567,PATUXENT RIVER NAS,724040,4A,24019.3,10866.75,USA,USA_MD_Patuxent.River.NAS.724040_TMY,34886.05
568,SALISBURY WICOMICO CO AP,724045,4A,22102.78,11819.04,USA,USA_MD_Salisbury-Wicomico.County.Rgnl.AP.724045_TMY3,33921.82
569,BARNSTABLE MUNI BOA,725067,5A,36578.72,4792.68,USA,USA_MA_Barnstable-Boardman.Poland.AP.725067_TMY3,41371.4
570,BOSTON LOGAN INT'L ARPT,725090,5A,41510.3,5629.78,USA,USA_MA_Boston-Logan.725090_TMY2,47140.08
571,BOSTON LOGAN INT'L ARPT,725090,5A,40384.18,6369,USA,USA_MA_Boston-Logan.Intl.AP.725090_TMY3,46753.18
572,BOSTON LOGAN INT'L ARPT,725090,5A,42787.27,5200.19,USA,USA_MA_Boston-Logan.Intl.AP.725090_TMY,47987.46
573,LAWRENCE MUNI,744904,5A,44147.15,5680.95,USA,USA_MA_Lawrence.Muni.AP.744904_TMY3,49828.1
574,MARTHAS VINEYARD,725066,5A,35138.62,4405.77,USA,USA_MA_Marthas.Vineyard.AP.725066_TMY3,39544.39
575,NEW BEDFORD RGNL,725065,5A,39911.23,6447.6,USA,USA_MA_New.Bedford.Rgnl.AP.725065_TMY3,46358.83
576,NORWOOD MEMORIAL,725098,5A,47165.33,6337.26,USA,USA_MA_Norwood.Mem.AP.725098_TMY3,53502.59
577,OTIS ANGB,725060,5A,39720.43,5736.42,USA,USA_MA_Otis.ANGB.725060_TMY3,45456.85
578,PLYMOUTH MUNICIPAL,725064,5A,41237.08,4773.99,USA,USA_MA_Plymouth.Muni.AP.725064_TMY3,46011.07
579,PROVINCETOWN (AWOS),725073,5A,35284.34,4997.15,USA,USA_MA_Provincetown.AWOS.725073_TMY3,40281.49
580,WORCESTER REGIONAL ARPT,725095,5A,58079.56,4758,USA,USA_MA_Worcester.Rgnl.AP.725095_TMY3,62837.56
581,WORCESTER REGIONAL ARPT,725095,5A,53926.22,5137.46,USA,USA_MA_Worcester.725095_TMY2,59063.68
582,ALPENA COUNTY REGIONAL AP,726390,6A,72120.54,4432.32,USA,USA_MI_Alpena.County.Rgnl.AP.726390_TMY,76552.86
583,ALPENA COUNTY REGIONAL AP,726390,6A,72279.09,4435.41,USA,USA_MI_Alpena.County.Rgnl.AP.726390_TMY3,76714.5
584,ALPENA COUNTY REGIONAL AP,726390,6A,73909.75,3520.56,USA,USA_MI_Alpena.726390_TMY2,77430.31
585,BENTON HARBOR/ROSS,726355,5A,50512.68,7979.6,USA,USA_MI_Benton.Harbor-Ross.Field-Twin.Cities.AP.726355_TMY3,58492.28
586,CADILLAC WEXFORD CO AP,726384,6A,63487.6,5314.85,USA,USA_MI_Cadillac-Wexford.County.AP.726384_TMY3,68802.45
587,CHIPPEWA CO INTL,727344,6A,84308.11,2488.21,USA,USA_MI_Chippewa.County.Intl.AP.727344_TMY3,86796.32
588,DETROIT CITY AIRPORT,725375,5A,49582.35,7640.32,USA,USA_MI_Detroit-City.AP.725375_TMY3,57222.67
589,DETROIT CITY AIRPORT,725375,5A,47147.35,7522.83,USA,USA_MI_Detroit-City.AP.725375_TMY,54670.18
590,DETROIT METROPOLITAN ARPT,725370,5A,54674.86,6942.05,USA,USA_MI_Detroit.Metro.AP.725370_TMY3,61616.91
591,DETROIT METROPOLITAN ARPT,725370,5A,53529.02,5815.3,USA,USA_MI_Detroit-Metro.AP.725370_TMY2,59344.32
592,DETROIT WILLOW RUN AP,725376,5A,55461.08,7989.6,USA,USA_MI_Detroit-Willow.Run.AP.725376_TMY3,63450.68
593,ESCANABA (AWOS),726480,6A,75360.59,3072.41,USA,USA_MI_Escanaba.AWOS.726480_TMY3,78433
594,FLINT BISHOP INTL ARPT,726370,5A,60645.48,5092.15,USA,USA_MI_Flint-Bishop.Intl.AP.726370_TMY,65737.63
595,FLINT BISHOP INTL ARPT,726370,5A,57698.74,5937.14,USA,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3,63635.88
596,FLINT BISHOP INTL ARPT,726370,5A,57966.98,5357.96,USA,USA_MI_Flint.726370_TMY2,63324.94
597,GRAND RAPIDS KENT COUNTY INT',726350,5A,59015.35,6395.11,USA,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3,65410.46
598,GRAND RAPIDS KENT COUNTY INT',726350,5A,56417.74,6241.32,USA,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY,62659.06
599,GRAND RAPIDS KENT COUNTY INT',726350,5A,59951.07,5613.35,USA,USA_MI_Grand.Rapids.726350_TMY2,65564.42
600,HANCOCK HOUGHTON CO AP,727440,6A,85996.83,3594.15,USA,USA_MI_Hancock-Houghton.County.AP.727440_TMY3,89590.98
601,HANCOCK HOUGHTON CO AP,727440,6A,76972.69,3892.09,USA,USA_MI_Houghton.727440_TMY2,80864.78
602,HOUGHTON LAKE ROSCOMMON CO AR,726380,6A,71043.93,4903.48,USA,USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3,75947.41
603,HOWELL,725378,5A,49056.1,8437.18,USA,USA_MI_Howell-Livingston.County.AP.725378_TMY3,57493.28
604,IRON MOUNTAIN/FORD,727437,6A,79945.27,5852.55,USA,USA_MI_Iron.Mountain-Ford.Field.727437_TMY3,85797.82
605,IRONWOOD (AWOS),727445,6A,84073.52,4600.67,USA,USA_MI_Ironwood.AWOS.727445_TMY3,88674.19
606,JACKSON REYNOLDS FIELD,725395,5A,53068.94,7402.8,USA,USA_MI_Jackson-Reynolds.Field.725395_TMY3,60471.74
607,KALAMAZOO BATTLE CR,726357,5A,50391.34,6362.52,USA,USA_MI_Kalamazoo-Battle.Creek.Intl.AP.726357_TMY3,56753.86
608,LANSING CAPITAL CITY ARPT,725390,5A,59548.66,6655.87,USA,USA_MI_Lansing-Capital.City.AP.725390_TMY3,66204.53
609,LANSING CAPITAL CITY ARPT,725390,5A,61212.16,6267.6,USA,USA_MI_Lansing.725390_TMY2,67479.76
610,MANISTEE (AWOS),726385,6A,59626.59,6236.62,USA,USA_MI_Manistee.AWOS.726385_TMY3,65863.21
611,MENOMINEE (AWOS),726487,6A,65572.1,4834.55,USA,USA_MI_Menominee.AWOS.726487_TMY3,70406.65
612,MUSKEGON COUNTY ARPT,726360,5A,55897.82,5932.45,USA,USA_MI_Muskegon.County.AP.726360_TMY3,61830.27
613,MUSKEGON COUNTY ARPT,726360,5A,58516.35,5374.75,USA,USA_MI_Muskegon.726360_TMY2,63891.1
614,OAKLAND CO INTL,726375,5A,48168.32,7139.41,USA,USA_MI_Oakland.County.Intl.AP.726375_TMY3,55307.73
615,OSCODA WURTSMITH AFB,726395,6A,56002.8,5397.3,USA,USA_MI_Oscoda-Wurtsmith.AFB.726395_TMY3,61400.1
616,PELLSTON EMMET COUNTY AP,727347,6A,61638.52,5821.47,USA,USA_MI_Pellston-Emmet.County.AP.727347_TMY3,67459.99
617,SAGINAW TRI CITY INTL AP,726379,5A,61921.94,5187.26,USA,USA_MI_Saginaw-Tri.City.Intl.AP.726379_TMY3,67109.2
618,SAULT STE MARIE SANDERSON FIE,727340,6A,87661.55,2755.33,USA,USA_MI_Sault.Ste.Marie.727340_TMY2,90416.88
619,SAULT STE MARIE SANDERSON FIE,727340,6A,90357.66,2738.67,USA,USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY,93096.33
620,SAULT STE MARIE SANDERSON FIE,727340,6A,85694.87,3021.13,USA,USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3,88716
